service,caller,callee,weight
S_119456620,MS_1076,MS_1076,48
S_119456620,MS_1076,MS_37691,96
S_119456620,MS_1076,MS_62968,48
S_119456620,MS_1117,MS_1117,16
S_119456620,MS_1117,MS_30988,10
S_119456620,MS_12613,MS_37691,1
S_119456620,MS_12613,MS_42200,1
S_119456620,MS_15819,MS_15819,1662
S_119456620,MS_15819,MS_30988,1098
S_119456620,MS_15819,MS_37691,106
S_119456620,MS_19017,MS_19017,2
S_119456620,MS_19017,MS_37691,2
S_119456620,MS_19279,MS_15600,10
S_119456620,MS_19279,MS_19585,937
S_119456620,MS_19279,MS_22012,606
S_119456620,MS_19279,MS_64352,32
S_119456620,MS_19585,MS_37691,266
S_119456620,MS_19585,MS_3891,2
S_119456620,MS_19585,MS_42200,339
S_119456620,MS_19630,MS_19630,172
S_119456620,MS_19630,MS_20725,89
S_119456620,MS_19630,MS_28737,70
S_119456620,MS_19630,MS_37691,70
S_119456620,MS_20725,MS_19630,36
S_119456620,MS_20725,MS_43806,34
S_119456620,MS_22973,MS_41162,10
S_119456620,MS_2310,MS_19630,34
S_119456620,MS_2310,MS_43806,41
S_119456620,MS_23571,MS_23571,5
S_119456620,MS_23571,MS_8083,1
S_119456620,MS_26824,MS_37691,1
S_119456620,MS_26824,MS_42200,5
S_119456620,MS_27487,MS_27487,6
S_119456620,MS_27653,MS_14728,4
S_119456620,MS_27653,MS_46708,7
S_119456620,MS_27653,MS_46825,36
S_119456620,MS_2842,MS_2842,1
S_119456620,MS_2842,MS_28737,1
S_119456620,MS_29370,MS_29370,114
S_119456620,MS_30988,MS_27487,1657
S_119456620,MS_34831,MS_42200,6
S_119456620,MS_35070,MS_27487,56
S_119456620,MS_35070,MS_28737,17
S_119456620,MS_35070,MS_35070,99
S_119456620,MS_35070,MS_37691,659
S_119456620,MS_3891,MS_19279,2
S_119456620,MS_3891,MS_37691,1
S_119456620,MS_3891,MS_3891,22
S_119456620,MS_42200,MS_10849,20
S_119456620,MS_42200,MS_12613,10
S_119456620,MS_42200,MS_14580,6
S_119456620,MS_42200,MS_19279,329
S_119456620,MS_42200,MS_19585,123
S_119456620,MS_42200,MS_26824,8
S_119456620,MS_42200,MS_29865,3
S_119456620,MS_42200,MS_30009,3
S_119456620,MS_42200,MS_31016,3
S_119456620,MS_42200,MS_34831,7
S_119456620,MS_42200,MS_37691,1218
S_119456620,MS_42200,MS_38986,12
S_119456620,MS_42200,MS_42200,13693
S_119456620,MS_42200,MS_42400,64
S_119456620,MS_42200,MS_4491,8
S_119456620,MS_42200,MS_45191,12
S_119456620,MS_42200,MS_50309,5
S_119456620,MS_42200,MS_50340,6
S_119456620,MS_42200,MS_50379,16
S_119456620,MS_42200,MS_60397,7
S_119456620,MS_42200,MS_64172,6
S_119456620,MS_42200,MS_64352,14
S_119456620,MS_42200,MS_67393,3
S_119456620,MS_42200,MS_8455,14
S_119456620,MS_42200,MS_8491,6
S_119456620,MS_42200,MS_8787,3
S_119456620,MS_42200,MS_9381,11
S_119456620,MS_42200,MS_946,25
S_119456620,MS_43806,MS_2310,88
S_119456620,MS_43806,MS_28737,75
S_119456620,MS_43806,MS_37691,75
S_119456620,MS_43806,MS_43806,175
S_119456620,MS_5122,MS_5122,1
S_119456620,MS_5766,MS_52727,2
S_119456620,MS_5766,MS_5766,1
S_119456620,MS_61055,MS_28617,34
S_119456620,MS_61055,MS_61055,34
S_119456620,MS_64352,MS_19585,79
S_119456620,MS_64352,MS_42400,46
S_119456620,MS_69331,MS_27487,4
S_119456620,MS_69331,MS_37691,29
S_119456620,MS_69331,MS_69331,4
S_119456620,MS_69708,MS_69708,216
S_119456620,MS_7818,MS_2223,1
S_119456620,MS_7818,MS_27421,1
S_119456620,MS_7818,MS_52274,2
S_119456620,MS_7818,MS_52727,27
S_119456620,MS_7818,MS_7818,10
S_119456620,MS_9381,MS_27653,11
S_119456620,USER,MS_1076,48
S_119456620,USER,MS_1117,16
S_119456620,USER,MS_11423,3
S_119456620,USER,MS_12613,28
S_119456620,USER,MS_15819,1662
S_119456620,USER,MS_19017,1
S_119456620,USER,MS_19585,53
S_119456620,USER,MS_19630,102
S_119456620,USER,MS_19925,12
S_119456620,USER,MS_22012,26
S_119456620,USER,MS_22973,11
S_119456620,USER,MS_23571,4
S_119456620,USER,MS_26001,25
S_119456620,USER,MS_27421,25
S_119456620,USER,MS_2842,1
S_119456620,USER,MS_29370,114
S_119456620,USER,MS_31875,25
S_119456620,USER,MS_35020,3
S_119456620,USER,MS_35070,73
S_119456620,USER,MS_3891,7
S_119456620,USER,MS_41162,28
S_119456620,USER,MS_42200,3794
S_119456620,USER,MS_42255,4
S_119456620,USER,MS_43806,100
S_119456620,USER,MS_45507,1
S_119456620,USER,MS_46708,303
S_119456620,USER,MS_46825,28
S_119456620,USER,MS_5122,1
S_119456620,USER,MS_52727,22
S_119456620,USER,MS_5766,1
S_119456620,USER,MS_61055,34
S_119456620,USER,MS_69331,4
S_119456620,USER,MS_69708,216
S_119456620,USER,MS_7818,15
S_119456620,USER,MS_8455,56
S_119456620,USER,MS_9308,25
S_119456620,USER,MS_946,56
