service,caller,callee,weight
S_130831269,MS_19017,MS_19017,612087.0
S_130831269,USER,MS_19017,612087.0
S_130831269,USER,MS_42200,324411.0
S_130831269,USER,MS_52678,5109.0
S_130831269,USER,MS_19630,18894.0
S_130831269,USER,MS_61055,46044.0
S_130831269,USER,MS_68166,18538.0
S_130831269,USER,MS_5182,18965.0
S_130831269,USER,MS_59,6705.0
S_130831269,USER,MS_43806,20391.0
S_130831269,USER,MS_53788,2542.0
S_130831269,USER,MS_56298,818.0
S_130831269,USER,MS_29370,6032.0
S_130831269,USER,MS_7818,735.0
S_130831269,USER,MS_3891,550.0
S_130831269,USER,MS_15819,1745.0
S_130831269,USER,MS_1404,220.0
S_130831269,USER,MS_8549,654.0
S_130831269,USER,MS_5766,29.0
S_130831269,USER,MS_73347,567.0
S_130831269,USER,MS_23571,159.0
S_130831269,USER,MS_68220,90.0
S_130831269,USER,MS_1117,25.0
S_130831269,USER,MS_12005,89.0
S_130831269,USER,MS_29624,4.0
S_130831269,USER,MS_5122,198.0
S_130831269,USER,MS_34145,7.0
S_130831269,MS_42200,MS_42200,324411.0
S_130831269,MS_52678,MS_52678,5109.0
S_130831269,MS_19630,MS_19630,18894.0
S_130831269,MS_19630,MS_20725,376.0
S_130831269,MS_61055,MS_61055,46044.0
S_130831269,MS_68166,MS_68166,18538.0
S_130831269,MS_5182,MS_5182,18965.0
S_130831269,MS_59,MS_59,6705.0
S_130831269,MS_43806,MS_43806,20391.0
S_130831269,MS_43806,MS_2310,379.0
S_130831269,MS_53788,MS_53788,2542.0
S_130831269,MS_56298,MS_56298,818.0
S_130831269,MS_29370,MS_29370,6032.0
S_130831269,MS_7818,MS_7818,735.0
S_130831269,MS_3891,MS_3891,550.0
S_130831269,MS_15819,MS_15819,1745.0
S_130831269,MS_1404,MS_1404,220.0
S_130831269,MS_8549,MS_8549,654.0
S_130831269,MS_5766,MS_5766,29.0
S_130831269,MS_73347,MS_73347,567.0
S_130831269,MS_23571,MS_23571,159.0
S_130831269,MS_68220,MS_68220,90.0
S_130831269,MS_1117,MS_1117,25.0
S_130831269,MS_12005,MS_12005,89.0
S_130831269,MS_29624,MS_29624,4.0
S_130831269,MS_5122,MS_5122,198.0
S_130831269,MS_34145,MS_34145,7.0
