request_id,queueing
45426559,5684
45680457,1321
45855663,2817
45897268,2248
45955609,11767
45961251,859
46170782,11465
46175085,1021
46201348,3520
46397280,1723
46728326,793
46770387,4083
46956115,6922
47012418,8816
47094273,804
47105050,4043
47116257,5626
47195274,731
47315499,10514
47359246,652
47396423,482
47442199,1037
47462687,2786
47558157,3779
47595150,4219
47715924,807
47815200,713
47891690,735
48055531,1131
48100083,796
48178269,751
48223668,38275
48667833,885
48960777,692
49030581,6868
49194502,21303
49238027,697
49280159,789
49300141,702
49415072,16360
49446456,737
49536081,4828
49637498,1500
49677361,7324
49721316,601
49955555,1064
50008025,885
50163335,3519
50414191,6973
50423100,971
50445923,2269
50496460,19687
50649004,681
50668865,707
50864930,1141
51027147,16489
51047330,525
51169545,746
51175719,761
51225617,6325
51250593,48135
51372125,5270
51541292,4606
51567548,796
51599650,850
51702872,10327
51723828,5362
51745354,12168
51798691,3431
51828141,16693
51843308,813
51937838,848
52384158,868
52526261,5575
52582241,3130
52629877,1055
52700059,973
52805552,667
53026123,1192
53072924,11650
53339551,2386
53432184,5877
53463843,16706
53506485,10887
53566091,17007
53646565,13125
53668367,11134
53864243,872
53908854,6983
53923178,655
53936175,3473
53993114,32567
54066194,1152
54097767,10699
54175431,3757
54193290,2400
54214054,763
54230473,10387
55069623,6774
55072227,23653
55098092,12110
55106855,821
55113110,16852
55197386,1754
55282990,14786
55417965,792
55476207,11371
55523967,698
55580021,7613
55631786,16528
55647624,757
55712681,887
55739845,777
55750964,22149
55966338,6881
56072263,6593
56165237,26500
56180535,5073
56271683,1264
56305427,1104
56427199,6915
56545239,814
56565356,4268
56577362,659
56593829,1117
56623263,19894
56647105,721
56925590,816
57162237,648
57187566,7649
57367303,710
57428906,753
57510831,1336
57605288,16883
57623071,20790
57804768,680
57830645,674
57963117,695
58249925,17622
58372782,874
58377762,1041
58467076,1028
58639517,887
58721588,1178
58798935,9279
59023648,2468
59037186,7084
59113967,943
59124134,8554
59475086,6234
59576243,593
59591168,16797
59792924,694
59941311,16855
59988703,2533
60060469,5059
60257672,6478
60328650,708
60340438,7448
60543505,4551
60629818,754
60691486,826
60788936,673
60826996,15825
60876064,840
60961540,707
61024096,7180
61040726,1323
61262558,687
61316312,787
61466102,2748
61587754,3819
61634664,790
61683128,1245
61707102,920
61840919,760
61855010,1877
61885988,864
62062748,2284
62178083,33002
62194423,669
62425630,666
62435676,736
62612733,4630
62620200,4795
62721566,15196
62734263,1243
62772004,698
63011900,1455
63196227,2511
63215628,2996
63385689,16589
63420164,802
63500018,16800
63644985,939
63840315,737
63946472,586
64372630,11490
64381785,1198
64428178,931
64572195,889
64652863,791
64657075,2005
64724432,721
64961875,26630
65314815,3251
65570244,2904
65728457,15574
65773869,6462
65794552,827
65818724,767
66008250,704
66112033,5893
66130732,7457
66843995,694
66889585,821
66996452,6366
67078234,1067
67190890,2959
67233780,5554
67387998,656
67534338,2788
67564543,2449
67593748,1786
67599976,14320
67660868,7214
67815562,8747
67840802,691
68026925,775
68054260,775
68118840,2812
68221959,1032
68225834,12099
68256436,635
68318654,4258
68444930,1040
68519102,7072
68696591,839
68728801,763
68872505,16750
69055605,5479
69092522,833
69300750,882
69335245,3294
69759156,5275
69946011,9687
69976524,3837
69999808,1069
70005946,5987
70065581,1753
70148442,10797
70318763,820
70393117,765
70430920,16536
70483393,1050
70490713,4609
70502109,692
70644917,4579
70662823,660
70784265,1596
70833144,7638
70903771,729
70991777,1075
71019929,674
71068162,2547
71081272,1279
71100891,6721
71110421,1719
71136416,636
71198785,25256
71358418,13915
71417564,25363
71542283,851
71569965,2697
71586180,758
71668629,1037
71964881,14211
71970890,704
71973363,901
72008768,19186
72051520,16377
72134707,683
72226664,755
72264687,740
72337103,703
72432216,8681
72527124,13635
72812468,16421
72865757,762
73014739,16992
73038650,931
73114790,1027
73154379,6877
73237825,654
73341689,4204
73393217,995
73469118,798
73486129,896
73491391,11786
73536018,571
73586559,689
73635778,6664
73707030,848
73735330,4715
73901299,6775
73979922,3085
73996070,10219
74349400,794
74555102,704
74750488,4850
74824537,1525
74907637,578
74984967,7708
74994143,629
75022628,776
75117668,16267
75201875,731
75296427,910
75415883,4544
75438496,6596
75447520,950
75555672,665
75630271,829
75643049,9919
76078189,4261
76172868,11754
76254774,1932
76445098,915
76559747,1584
76598910,717
76614853,16707
76641366,912
77029846,689
77055307,37460
77063126,5079
77400665,1109
77470801,1072
77498468,966
77645136,3231
77665352,13692
77672948,1088
77914644,3897
77963645,1280
77983280,4236
78027319,3383
78070963,833
78096104,1091
78324827,912
78486477,6287
78534378,5508
78670463,13040
78719042,631
78855913,1043
78887139,899
78939403,4890
79028345,15685
79041978,817
79137997,10552
79191711,1271
79515519,8636
79547838,788
79601505,12536
79716219,1526
79728549,1006
79832854,16551
80029574,734
80173710,7177
80344618,714
80385503,6364
80417889,671
80477593,956
80496098,1729
80527447,13261
80721362,2057
80745559,6033
80785433,2008
80790402,836
80934820,930
81101145,828
81206264,1450
81214929,610
81273128,2747
81379953,2301
81383188,2060
81613024,8435
81729816,9101
81792930,819
81842090,24861
82024184,1115
82026087,19836
82132168,786
82437749,11946
82561346,862
82566935,7783
82600514,707
82734839,947
83177273,16732
83223266,7809
83229544,664
83704544,4280
83755507,11610
84089323,48513
84230078,5189
84340704,4508
84361001,886
84677843,4411
84688777,778
84705403,1256
84713504,1669
84731970,1562
84906089,1293
84951762,937
85031767,11114
85084935,5230
85181337,971
85416043,691
85530171,930
85537847,18171
85660205,3597
85665462,1056
85747913,5681
85793835,7994
85847373,16260
85970644,839
86059899,5719
86099024,847
86286710,683
86339517,715
86458944,7338
86657152,9171
86741679,1172
86803447,607
86890428,1155
87148342,1003
87152324,6569
87166310,673
87207943,4668
87216507,2541
87296008,1012
87625517,631
87644364,655
87699095,5963
87801510,22512
87910967,713
87955435,996
88027821,8235
88056731,15635
88097821,4617
88216232,689
88252476,9353
88268096,1653
88289487,1508
88297013,973
88482704,974
88526608,910
88526902,1134
88890057,699
88948379,32710
88980436,1830
89175029,2799
89296305,3588
89381875,1859
89385552,688
89468578,25680
89494789,995
89506193,9865
89564083,1563
89604082,686
89641067,6569
90120367,6597
90230670,778
90392219,3427
90405772,11676
90441648,2702
90498824,703
90656218,663
90715303,1913
90770127,9392
90773899,653
90936508,7748
90958365,685
91262132,13135
91291061,655
91405261,1075
91545269,13840
91706541,21527
91748840,907
91756041,7060
91763071,676
91793918,973
91827758,968
91850699,1513
91853066,1960
91879516,28961
91952444,1058
91986167,16679
92004769,682
92007101,886
92064031,845
92251407,8916
92315864,13675
92324247,16938
92350019,11927
92476149,11606
92535358,21997
92580517,45483
92661617,5463
92683908,7693
92776552,770
92977462,806
93087492,1132
93134003,13357
93173214,6487
93183363,3910
93185158,16617
93248644,757
93287048,794
93360680,4335
93483081,969
93548726,17017
93971914,13367
94171298,908
94186608,751
94201512,2215
94206273,9306
94250698,723
94385609,17229
94554748,6908
94566168,643
94660291,12915
94665676,3099
94694002,808
94719789,2437
94887563,876
94899593,1451
94920830,2177
94926100,3881
95053613,713
95061565,1116
95223355,666
95313872,20550
95329602,8738
95352163,9231
95387453,692
95691707,4637
95695056,10436
95766097,1022
95819836,3564
95869389,650
96150076,2022
96447937,683
96459092,858
96468839,6296
96508268,707
96563740,1062
96680562,7080
96684884,637
96686476,702
96843004,10088
96949664,698
97036767,2981
97065102,2223
97351497,702
97360337,7114
97489608,754
97634183,643
97719335,958
98061223,7624
98085286,570
98085768,4434
98087567,16851
98137869,3580
98480559,13152
98554668,10865
98759689,18827
98821084,663
98860560,1087
98883093,4624
98899967,862
99096716,6935
99196694,837
99357606,9212
99392074,8422
99698246,3926
99716692,747
99723673,663
99724438,1201
99770265,3250
99820773,819
100065115,733
100266758,1634
100296044,720
100348723,7890
100390962,9795
100535025,694
100624605,675
100626096,1513
100711645,10923
100742696,663
100822778,748
100833640,5731
100961976,976
101100957,4806
101143069,2035
101353100,1101
101392816,4261
101421960,782
101432410,3553
101730533,840
101773806,593
101873455,683
101876297,877
101964883,786
102009719,3637
102070523,11317
102166175,9985
102173571,1910
102250455,3013
102309783,881
102441362,16786
102527190,646
102528171,829
102609569,1488
102628354,22514
102656600,663
102823429,6306
102902236,3818
102935957,905
102965302,11919
103098067,659
103107885,12820
103136125,985
103138645,757
103188452,6387
103545885,5509
103625073,880
103729219,2679
103887618,1288
103930143,714
103935762,14767
104000357,7636
104227025,4789
104354939,7775
104383079,1569
104491150,952
104521487,7311
104698976,1610
104766224,8210
104815764,1632
105048400,7737
105172433,11312
105178323,850
105353460,23686
105371532,29858
105545714,9120
105717581,4991
105731944,764
105776626,726
105855117,9333
105891532,562
105990475,8144
105994012,770
106077969,5684
106181045,2925
106277356,1147
106417667,6457
106452669,5015
106546680,1756
106646781,971
106649902,1203
106739248,2286
106758285,4025
106864391,873
106995184,896
107183436,4172
107371669,7268
107404352,16319
107458215,1832
107479220,1024
107546631,4821
107591528,1069
107651094,1180
107728636,1014
108135747,695
108147879,12356
108162649,6998
108207707,3408
108217850,1988
108250994,31710
108503031,5691
108515911,667
108576469,1508
108686994,1457
108786678,802
108827887,830
108937568,6089
109157352,4549
109188974,3260
109209040,10139
109222422,7759
109378264,1373
109476197,1045
109515678,13285
109802726,1297
109834196,21952
109997388,749
110058599,649
110061897,2102
110072113,4833
110074439,2939
110122990,778
110135013,797
110166506,11870
110202538,2491
110369891,762
110546194,1141
110700225,15239
110788690,747
110798862,8139
110843688,9261
110852642,32752
110909087,672
111029010,6952
111133486,11174
111141507,7065
111399336,2252
111465949,652
111467468,706
111481288,16803
111502287,8115
111526792,7324
111924514,1034
112164501,1704
112177570,3217
112302567,719
112450454,13970
112503943,662
112771845,847
112827291,2442
112886676,25616
112982121,961
113021849,816
113167000,979
113298326,11967
113516367,788
113722254,757
113744202,3163
113911839,2419
114072414,16726
114167499,1188
114191752,738
114206752,8258
114321955,10187
114482397,2802
114502174,734
114520583,752
114622026,5678
114767807,831
114862962,1243
114881549,802
114928278,1067
114947021,10243
114958996,2981
115011535,11543
115083929,836
115104911,1085
115151091,7035
115162437,10576
115183631,654
115264448,798
115450636,11356
115485748,11531
115660035,10992
115749298,15960
115841754,2673
115926998,797
115934374,728
116032848,8593
116033374,7593
116156156,797
116181445,793
116215805,9269
116266289,863
116279463,4637
116360794,690
116551473,1884
116655587,8535
116697119,678
116901448,888
117025127,917
117029231,4270
117036099,32905
117060312,707
117236833,34194
117419980,10325
117420441,820
117547763,711
117558642,27430
117673801,9798
117681068,874
117734559,676
117745048,5020
117782986,608
117896641,3605
117900369,941
118001503,482
118018085,1104
118055944,9047
118061948,956
118068304,1079
118201139,4466
118372178,2516
118495763,7968
119010770,1315
119028382,7215
119090535,9808
119190021,773
119249421,831
119262168,3697
119303511,17002
119426288,616
119512499,635
119614695,1179
119621928,1175
119797637,536
119910862,1281
119932542,1672
119979206,721
120119512,17030
120397870,794
120427732,13063
120606577,4023
120640564,1060
120802707,15083
120817207,5500
120831516,849
121055113,11035
121097164,5425
121133104,4455
121227276,16810
121256042,665
121267820,694
121317417,5080
121349085,1126
121523316,738
121558838,615
121578708,13407
121629260,4414
121640555,5067
121680203,729
121802871,957
121847275,10323
121883064,757
121908249,1007
122032719,5816
122083395,789
122104631,771
122135770,1021
122147602,30204
122185003,765
122256203,672
122278898,823
122324184,673
122612242,684
122616619,684
122634564,1949
122650004,996
122710065,7664
122820216,1077
122904001,649
123005393,952
123045737,692
123164678,678
123259698,2804
123337138,744
123341735,974
123354162,5422
123459748,728
123463724,9207
123563165,6757
123786760,16758
123788314,617
123943109,21210
124144575,917
124151513,4310
124235074,826
124447902,690
124504665,15007
124550969,10958
124636096,733
124657713,6329
124662889,11498
124668685,8306
124795431,661
124945169,12771
125071672,1739
125097106,4207
125106872,6270
125129608,5050
125194904,8851
125284114,894
125507821,706
125629654,678
125820538,5418
126031430,7706
126067185,3344
126086520,1311
126105175,3370
126193521,508
126321478,3029
126384910,1362
126403356,4381
126419473,6346
126445241,868
126586827,2742
126589965,4953
126591965,32951
126631859,683
126669217,5748
126715428,3930
126794226,694
126797542,7048
126949569,3106
127113374,7975
127191467,16671
127247177,10484
127357840,647
127378482,766
127492630,5547
127515855,722
127636456,688
127751632,17610
127806140,1250
127857384,715
128135061,877
128162152,4965
128266348,793
128457591,5181
128514436,1105
128532732,734
128694165,5177
128713902,850
128723511,830
128803318,6253
128820074,748
128949157,832
129065698,1500
129081767,12285
129188047,907
129192127,6461
129273322,10813
129365571,1914
129379510,14272
129420924,11096
129467092,2556
129729418,1040
129762774,1427
129835279,516
129995896,3128
130187536,3723
130224677,2203
130327362,817
130428050,952
130644994,5515
130684819,10419
130693418,879
130857277,726
130870981,690
131045921,3557
131159609,8005
131242825,1242
131252174,803
131264746,12793
131277610,937
131290657,6723
131337548,722
131490866,838
131691282,8879
131771454,5945
131886609,753
131978706,796
132063274,816
132121462,819
132195670,635
132260897,12028
132295643,10608
132559923,1223
132638679,7808
132782856,16751
133034956,7616
133097946,989
133185592,10351
133318343,13467
133362936,6950
133374834,16860
133479554,689
133491657,961
133517470,678
133669827,694
134033946,689
134172051,16063
134207753,7435
134263018,3715
134372371,626
134386175,689
134615891,728
134642591,5285
134663693,16970
134870513,1010
134935689,1203
135025469,829
135026964,6821
135209545,725
135237566,932
135393338,654
135415575,647
135448800,5800
135639646,1058
135813659,1394
135821881,4291
135907803,694
136057894,657
136125888,2628
136143666,1501
136155803,797
136183436,3033
136554963,5538
136558857,1021
136627965,904
136689358,1274
136867530,824
136931090,8501
136943135,13854
136998985,637
137095848,7026
137193811,10044
137196703,777
137343881,8856
137376731,4681
137450978,599
137456372,1087
137550304,844
137551139,3100
137593917,8351
137868703,2749
137887383,787
138011760,28512
138100608,618
138198824,2583
138272179,3136
138347670,883
138429130,814
138468172,5454
138512650,6699
138535596,5230
138555220,827
138805718,31613
138885661,790
138919356,7957
138944759,2837
139054187,16542
139099378,6560
139292063,7506
139497810,2214
139510014,900
139703052,769
139730465,2164
139883324,734
139934254,4915
139979326,6833
140016504,707
140083533,832
140159232,686
140234111,14109
140420361,3221
140467738,5834
140551605,1666
140574040,938
140621132,5012
140662518,643
140927830,1244
140955347,18594
140994334,6262
141021398,5626
141031789,694
141118709,1161
141224813,13578
141246573,4031
141417061,795
141515801,8472
141567261,1107
141611714,865
141678094,735
141779390,800
141805291,900
141894983,46622
141996399,12611
142085018,800
142176230,4186
142261935,764
142284846,952
142417041,16843
142419872,13247
142462879,9685
142492505,1093
142515994,1034
142598310,1298
142693154,8032
142701570,6023
142821757,754
142848980,9471
142918575,765
142950336,726
143049314,970
143168509,1311
143198833,11771
143265254,16539
143439346,7371
143458259,613
143747211,843
143850691,666
144021916,862
144025429,1442
144048027,3599
144291118,980
144345685,1143
144504198,16708
144587571,492
144588775,762
144604135,3072
144677975,8256
144805858,4948
144866781,4887
145058669,600
145069230,810
145501871,628
145622374,749
145927550,897
145955881,4521
146019065,5941
146111870,1070
146151902,774
146175306,8170
146260331,833
146416171,725
146429395,669
146456016,932
146570413,768
146737609,11306
146757927,4382
146874180,1112
146882990,2149
146901260,743
147017985,665
147238336,905
147261326,9701
147283311,835
147354072,16483
147398392,11109
147412489,770
147449655,913
147454014,11468
147472399,726
147481893,833
147570437,1076
147573763,2162
147655035,4673
147938516,11792
147946923,838
147951451,9736
147959415,8199
147981339,1483
147991861,11380
147992960,7797
147998861,4165
148034290,10550
148269097,2702
148322487,1035
148331322,1669
148340024,901
148470703,3769
148632344,867
148732564,673
148959877,8319
149037419,777
149075077,2303
149140550,8164
149270449,11150
149291627,4195
149325945,31964
149372677,11527
149409581,847
149478268,939
149622954,818
149687686,16746
149834330,10212
149843078,799
149901700,717
149956551,46695
150077434,783
150107382,1039
150133410,663
150144668,755
150159177,818
150191970,620
150230855,709
150234553,13714
150397948,1008
150482363,1365
150486682,988
150488361,1396
150516199,544
150716703,6206
150825958,16744
150899386,1049
150945889,7130
151023907,16673
151149759,14490
151242426,897
151333361,14627
151477392,2761
151484369,3607
151525720,5967
151526933,11776
151685264,1383
151703995,16800
151705301,1024
151953048,1540
152031570,748
152122744,1475
152208171,7915
152276990,690
152305632,33005
152349863,1098
152512982,9504
152734924,813
152794023,11792
152954280,804
153001604,690
153127414,2532
153410508,694
153506822,2826
153535318,746
153563113,1064
153833072,3658
153884993,715
153903872,647
153955501,765
154081606,21035
154111608,845
154440274,922
154587319,839
154617195,1256
154763997,2746
154790655,1114
154870031,697
155021014,8984
155057882,20427
155057987,821
155168151,785
155463482,1877
155504452,1315
155554337,4351
155593048,1327
155627407,5148
155679197,1736
155755646,1440
155808760,1611
155945537,4337
156001722,732
156069707,10342
156084416,815
156165537,16355
156182592,1367
156536264,866
156647517,1009
156657541,1436
156679365,54392
156742715,616
156749788,1077
156751362,7227
156793283,740
156858285,1913
156929436,1360
157056136,1022
157175422,9592
157205899,694
157407158,678
157432371,1293
157637126,5020
157637894,9654
157694324,793
157802721,792
157906349,694
157985156,705
158167668,856
158223126,16432
158492299,8361
158576032,8517
158697219,1376
158751052,1975
158790146,1147
158904412,809
158927346,10434
158979828,12164
159111998,756
159134934,2885
159176647,11803
159242593,1074
159328688,11257
159337938,15435
159344368,3593
159551494,1065
159561097,675
159979205,686
160040909,2224
160062210,1673
160112305,819
160372520,761
160441014,684
160459119,690
160586713,693
160618931,1841
160761111,7150
160772891,9061
160813096,1273
160815445,22279
160902386,4594
161060715,564
161342845,776
161356955,1453
161420354,822
161470071,929
161902568,7005
162059912,13297
162094316,1625
162117647,2642
162146361,751
162171247,12309
162213518,1106
162359189,5653
162367240,11157
162400112,959
162532166,16164
162737472,812
163001191,2567
163006820,12475
163072178,10792
163075305,675
163161434,16284
163199577,11977
163300032,5991
163473685,2208
163499681,922
163502349,4845
163509627,1302
163562310,733
163593010,688
163751659,6645
163831487,1064
163896635,878
163967745,6213
164170788,16970
164197034,746
164330936,9899
164405542,16573
164490514,662
164625545,16959
164628473,11152
164743728,702
164834601,935
164860955,6792
164930172,1422
164958712,10662
165071842,8879
165125404,749
165147246,852
165157048,731
165168885,946
165219483,7118
165226471,1084
165417366,785
165629451,2903
165649694,4826
165702055,3741
165914143,561
165960804,24317
165990207,855
166046604,1225
166102426,6141
166107015,835
166117464,810
166190304,5314
166213000,6813
166330747,10465
166375667,8140
166542875,753
166596909,8328
166775892,11243
166791402,701
166974719,1106
166988219,660
167145972,25879
167384491,781
167475087,1524
167534349,8448
167560816,709
167611990,999
167634504,6691
167678887,2882
167683222,3955
167764315,683
167767131,1547
167798632,6819
167808866,5676
167810025,9117
167865421,8296
168003760,849
168054856,1489
168140698,733
168141931,744
168252703,804
168416720,850
168450691,638
168515502,3639
168726157,32728
169038501,656
169050713,2299
169247869,802
169259857,890
169383982,7010
169470390,3152
169500090,1245
169603778,825
169690568,801
169855276,6623
169910524,2148
169954498,703
169967889,2995
170012616,6473
170101944,686
170122978,690
170265332,1483
170397952,8154
170415456,813
170554734,6398
170612239,19148
170710180,15126
170761147,803
170833536,6504
170915616,16059
171103511,892
171134297,689
171277377,3738
171354736,6965
171358297,861
171394155,14179
171403240,1032
171550494,1958
171651576,906
171721185,6648
171803919,24057
171876290,4669
171889401,4052
171915541,693
172002028,9225
172175380,811
172191213,815
172523780,10582
172651363,672
172896573,2637
172944271,1594
173010302,821
173226302,633
173230371,11095
173271323,966
173272581,1212
173408996,862
173464295,538
173522709,704
173608398,1498
173666765,683
173775623,33011
173951134,853
173952590,17010
174002483,2053
174039382,2814
174057400,1509
174187187,31367
174237418,12811
174272785,693
174333669,698
174379175,3796
174459573,901
174601505,12921
174694161,774
174710741,8451
174903811,830
175003256,5184
175021223,916
175033604,1305
175045599,618
175102323,851
175120903,17140
175351672,5921
175414316,15179
175567822,714
175658190,4599
175803891,775
175859562,16341
175948474,2961
176008406,1234
176104892,38300
176353836,2818
176390897,1350
176432911,1064
176510054,856
176687113,973
176738776,1965
176743895,796
176756393,6844
176789621,1507
176840289,665
176947454,10816
177023284,712
177094885,776
177117791,647
177123334,5133
177143449,1798
177338064,4960
177487710,16658
177577762,11562
177581361,3061
177694124,950
178020267,16791
178041024,19360
178242304,5968
178255671,12319
178267753,5411
178304688,5631
178350218,734
178367270,779
178385668,940
178489639,32792
178504375,9782
178643255,741
178877603,810
178911487,32951
179127223,1114
179432993,15857
179535292,7562
179631354,800
179754092,793
179822433,826
180010514,5127
180077512,924
180149097,20664
180214601,729
180295042,1097
180344382,16731
180381630,13281
180648688,5752
180673736,966
180689488,22459
180719690,795
180946476,2582
180960543,6293
