service,caller,callee,weight
S_119456620,USER,MS_15819,1492.0
S_119456620,USER,MS_42200,2805.0
S_119456620,USER,MS_43806,76.0
S_119456620,USER,MS_29370,104.0
S_119456620,USER,MS_1076,44.0
S_119456620,USER,MS_69708,135.0
S_119456620,USER,MS_1117,15.0
S_119456620,USER,MS_35070,65.0
S_119456620,USER,MS_19630,82.0
S_119456620,USER,MS_23571,18.0
S_119456620,USER,MS_61055,17.0
S_119456620,USER,MS_3891,4.0
S_119456620,USER,MS_7818,12.0
S_119456620,USER,MS_69331,2.0
S_119456620,USER,MS_19017,1.0
S_119456620,MS_15819,MS_15819,1492.0
S_119456620,MS_15819,MS_30988,1633.0
S_119456620,MS_15819,MS_37691,76.0
S_119456620,MS_15819,MS_52464,31.0
S_119456620,MS_30988,MS_27487,1443.0
S_119456620,MS_27487,MS_27487,1.0
S_119456620,MS_42200,MS_42200,10582.0
S_119456620,MS_42200,MS_37691,1012.0
S_119456620,MS_42200,MS_19585,313.0
S_119456620,MS_42200,MS_22012,207.0
S_119456620,MS_42200,MS_30234,97.0
S_119456620,MS_42200,MS_42400,40.0
S_119456620,MS_42200,MS_15600,5.0
S_119456620,MS_42200,MS_70299,84.0
S_119456620,MS_42200,MS_19279,186.0
S_119456620,MS_42200,MS_64352,55.0
S_119456620,MS_42200,MS_4491,4.0
S_119456620,MS_42200,MS_45191,4.0
S_119456620,MS_42200,MS_8455,6.0
S_119456620,MS_42200,MS_10849,6.0
S_119456620,MS_42200,MS_946,8.0
S_119456620,MS_42200,MS_27975,1.0
S_119456620,MS_42200,MS_72583,16.0
S_119456620,MS_42200,MS_12613,7.0
S_119456620,MS_42200,MS_9381,7.0
S_119456620,MS_42200,MS_50309,2.0
S_119456620,MS_42200,MS_50379,4.0
S_119456620,MS_42200,MS_8491,2.0
S_119456620,MS_42200,MS_38986,2.0
S_119456620,MS_42200,MS_64172,2.0
S_119456620,MS_42200,MS_60397,2.0
S_119456620,MS_42200,MS_30246,2.0
S_119456620,MS_37691,MS_14838,2.0
S_119456620,MS_43806,MS_43806,110.0
S_119456620,MS_43806,MS_2310,54.0
S_119456620,MS_43806,MS_28737,34.0
S_119456620,MS_43806,MS_37691,34.0
S_119456620,MS_2310,MS_43806,20.0
S_119456620,MS_2310,MS_19630,12.0
S_119456620,MS_29370,MS_29370,104.0
S_119456620,MS_19630,MS_28737,35.0
S_119456620,MS_19630,MS_37691,35.0
S_119456620,MS_19630,MS_19630,117.0
S_119456620,MS_19630,MS_20725,59.0
S_119456620,MS_19585,MS_37691,76.0
S_119456620,MS_19585,MS_42200,95.0
S_119456620,MS_22012,MS_37691,1.0
S_119456620,MS_22012,MS_42200,1.0
S_119456620,MS_14838,MS_46230,228.0
S_119456620,MS_14838,MS_69416,2.0
S_119456620,MS_14838,MS_27103,2.0
S_119456620,MS_42400,MS_37691,15.0
S_119456620,MS_42400,MS_42200,16.0
S_119456620,MS_1076,MS_1076,44.0
S_119456620,MS_1076,MS_62968,50.0
S_119456620,MS_1076,MS_37691,85.0
S_119456620,MS_69708,MS_69708,135.0
S_119456620,MS_15600,MS_30234,5.0
S_119456620,MS_70299,MS_72583,42.0
S_119456620,MS_70299,MS_4491,8.0
S_119456620,MS_70299,MS_45191,9.0
S_119456620,MS_70299,MS_8455,17.0
S_119456620,MS_70299,MS_10849,12.0
S_119456620,MS_70299,MS_946,13.0
S_119456620,MS_70299,MS_42200,22.0
S_119456620,MS_70299,MS_50379,4.0
S_119456620,MS_70299,MS_12613,2.0
S_119456620,MS_70299,MS_26824,3.0
S_119456620,MS_70299,MS_70364,2.0
S_119456620,MS_70299,MS_27975,1.0
S_119456620,MS_70299,MS_29865,1.0
S_119456620,MS_70299,MS_30009,1.0
S_119456620,MS_70299,MS_14580,2.0
S_119456620,MS_70299,MS_9381,3.0
S_119456620,MS_70299,MS_8787,1.0
S_119456620,MS_70299,MS_67393,1.0
S_119456620,MS_70299,MS_38986,3.0
S_119456620,MS_70299,MS_31016,1.0
S_119456620,MS_70299,MS_50340,2.0
S_119456620,MS_70299,MS_50309,1.0
S_119456620,MS_70299,MS_8491,1.0
S_119456620,MS_70299,MS_64172,1.0
S_119456620,MS_70299,MS_60397,2.0
S_119456620,MS_72583,MS_42200,29.0
S_119456620,MS_72583,MS_37691,18.0
S_119456620,MS_8455,MS_42200,4.0
S_119456620,MS_8455,MS_37691,2.0
S_119456620,MS_19279,MS_19585,301.0
S_119456620,MS_19279,MS_22012,174.0
S_119456620,MS_19279,MS_30234,87.0
S_119456620,MS_19279,MS_42200,62.0
S_119456620,MS_19279,MS_64352,16.0
S_119456620,MS_1117,MS_1117,15.0
S_119456620,MS_1117,MS_30988,18.0
S_119456620,MS_35070,MS_35070,86.0
S_119456620,MS_35070,MS_27487,45.0
S_119456620,MS_35070,MS_37691,631.0
S_119456620,MS_35070,MS_28737,13.0
S_119456620,MS_20725,MS_43806,14.0
S_119456620,MS_20725,MS_19630,23.0
S_119456620,MS_23571,MS_23571,24.0
S_119456620,MS_23571,MS_8083,9.0
S_119456620,MS_61055,MS_61055,17.0
S_119456620,MS_61055,MS_28617,17.0
S_119456620,MS_64352,MS_42200,10.0
S_119456620,MS_64352,MS_42400,67.0
S_119456620,MS_64352,MS_19585,86.0
S_119456620,MS_8083,MS_52727,6.0
S_119456620,MS_8083,MS_65013,1.0
S_119456620,MS_8083,MS_27593,1.0
S_119456620,MS_3891,MS_3891,18.0
S_119456620,MS_3891,MS_37691,2.0
S_119456620,MS_7818,MS_7818,12.0
S_119456620,MS_7818,MS_52727,26.0
S_119456620,MS_7818,MS_27421,2.0
S_119456620,MS_7818,MS_2223,2.0
S_119456620,MS_7818,MS_42255,1.0
S_119456620,MS_26824,MS_37691,1.0
S_119456620,MS_26824,MS_42200,1.0
S_119456620,MS_70364,MS_37691,1.0
S_119456620,MS_70364,MS_42200,1.0
S_119456620,MS_9381,MS_27653,19.0
S_119456620,MS_27653,MS_46825,41.0
S_119456620,MS_27653,MS_46708,16.0
S_119456620,MS_27653,MS_14728,2.0
S_119456620,MS_30246,MS_37691,1.0
S_119456620,MS_30246,MS_42200,1.0
S_119456620,MS_69331,MS_69331,2.0
S_119456620,MS_69331,MS_27487,1.0
S_119456620,MS_69331,MS_37691,9.0
S_119456620,MS_27593,MS_11363,1.0
S_119456620,MS_19017,MS_19017,3.0
S_119456620,MS_19017,MS_37691,3.0
