service,caller,callee,weight
S_58367703,MS_15131,MS_19585,438
S_58367703,MS_15131,MS_23465,178
S_58367703,MS_15131,MS_23655,78
S_58367703,MS_15131,MS_2869,2
S_58367703,MS_15131,MS_39594,162
S_58367703,MS_15131,MS_43781,1
S_58367703,MS_15131,MS_54372,196
S_58367703,MS_15131,MS_63415,1
S_58367703,MS_19279,MS_15600,15
S_58367703,MS_19279,MS_19585,625
S_58367703,MS_19279,MS_21904,1
S_58367703,MS_19279,MS_22012,406
S_58367703,MS_19279,MS_24975,1
S_58367703,MS_19279,MS_29579,2
S_58367703,MS_19279,MS_64352,13
S_58367703,MS_19585,MS_19585,1023
S_58367703,MS_21545,MS_19585,1791
S_58367703,MS_21545,MS_22012,866
S_58367703,MS_21545,MS_38523,1
S_58367703,MS_21545,MS_68089,6
S_58367703,MS_21545,MS_8237,925
S_58367703,MS_21979,MS_51461,169
S_58367703,MS_22012,MS_22012,878
S_58367703,MS_22973,MS_41162,5
S_58367703,MS_25771,MS_19585,33
S_58367703,MS_25771,MS_22012,22
S_58367703,MS_25771,MS_41270,2
S_58367703,MS_25771,MS_62952,11
S_58367703,MS_37536,MS_37536,11
S_58367703,MS_38523,MS_58652,1
S_58367703,MS_38575,MS_19585,6
S_58367703,MS_38575,MS_22012,3
S_58367703,MS_40760,MS_37536,11
S_58367703,MS_40760,MS_42150,22
S_58367703,MS_42150,MS_42150,11
S_58367703,MS_43781,MS_15131,1550
S_58367703,MS_43781,MS_19585,4672
S_58367703,MS_43781,MS_22012,3099
S_58367703,MS_43781,MS_63630,25
S_58367703,MS_43781,MS_68650,1
S_58367703,MS_43781,MS_8237,1577
S_58367703,MS_52901,MS_19585,21
S_58367703,MS_52901,MS_22012,9
S_58367703,MS_52901,MS_8237,12
S_58367703,MS_58652,MS_40760,11
S_58367703,MS_58652,MS_68089,1
S_58367703,MS_61076,MS_19585,7
S_58367703,MS_61076,MS_27421,1
S_58367703,MS_61076,MS_61635,1
S_58367703,MS_62952,MS_19585,11
S_58367703,MS_63630,MS_19585,50
S_58367703,MS_63630,MS_27421,25
S_58367703,MS_63630,MS_31537,25
S_58367703,MS_63630,MS_8237,25
S_58367703,MS_64352,MS_19585,23
S_58367703,MS_64352,MS_42400,13
S_58367703,MS_68089,MS_58652,10
S_58367703,MS_68089,MS_68650,1
S_58367703,MS_68650,MS_19585,10
S_58367703,MS_72610,MS_2869,2
S_58367703,MS_72610,MS_37536,22
S_58367703,MS_72610,MS_42150,33
S_58367703,MS_72610,MS_54372,1
S_58367703,MS_72610,MS_58652,1
S_58367703,USER,MS_15131,1
S_58367703,USER,MS_15303,11
S_58367703,USER,MS_1881,1
S_58367703,USER,MS_19279,219
S_58367703,USER,MS_19585,4641
S_58367703,USER,MS_19925,6
S_58367703,USER,MS_21545,932
S_58367703,USER,MS_21979,211
S_58367703,USER,MS_22012,598
S_58367703,USER,MS_22973,6
S_58367703,USER,MS_25771,11
S_58367703,USER,MS_26001,2
S_58367703,USER,MS_27421,147
S_58367703,USER,MS_2852,114
S_58367703,USER,MS_31875,2
S_58367703,USER,MS_38575,3
S_58367703,USER,MS_41162,2
S_58367703,USER,MS_43781,1576
S_58367703,USER,MS_44864,480
S_58367703,USER,MS_46825,2
S_58367703,USER,MS_51461,6
S_58367703,USER,MS_52901,12
S_58367703,USER,MS_56114,20
S_58367703,USER,MS_61076,12
S_58367703,USER,MS_68089,4
S_58367703,USER,MS_68650,8
S_58367703,USER,MS_72610,11
S_58367703,USER,MS_9308,1
