service,caller,callee,weight
S_98493745,MS_2842,MS_28737,279267.0
S_98493745,MS_2842,MS_49461,32261.0
S_98493745,MS_2842,MS_21883,7450.0
S_98493745,MS_2842,MS_28617,29740.0
S_98493745,MS_2842,MS_49817,770.0
S_98493745,MS_2842,MS_69109,2.0
S_98493745,MS_65374,MS_28737,776.0
S_98493745,MS_65374,MS_49461,94.0
S_98493745,MS_65374,MS_28617,85.0
S_98493745,MS_65374,MS_21883,17.0
S_98493745,MS_19017,MS_28737,5.0
S_98493745,MS_19017,MS_19017,10.0
S_98493745,MS_19017,MS_60125,4.0
S_98493745,MS_19017,MS_37691,5.0
S_98493745,USER,MS_2842,72637.0
S_98493745,USER,MS_65374,205.0
S_98493745,USER,MS_19017,3.0
S_98493745,MS_49817,MS_25648,401.0
S_98493745,MS_49817,MS_58269,20.0
S_98493745,MS_69109,MS_25648,1.0
