service,caller,callee,weight
S_86516878,MS_15284,MS_2842,69
S_86516878,MS_15284,MS_28467,15353
S_86516878,MS_15284,MS_37691,15529
S_86516878,MS_18473,MS_28467,75
S_86516878,MS_18473,MS_37691,75
S_86516878,MS_2842,MS_28737,276
S_86516878,MS_37027,MS_28467,70
S_86516878,MS_37027,MS_37691,72
S_86516878,MS_53154,MS_28467,23874
S_86516878,MS_53154,MS_37691,23888
S_86516878,USER,MS_1429,640
S_86516878,USER,MS_15284,7809
S_86516878,USER,MS_1556,78
S_86516878,USER,MS_18473,38
S_86516878,USER,MS_21883,59
S_86516878,USER,MS_27487,36
S_86516878,USER,MS_28467,8881
S_86516878,USER,MS_28737,3625
S_86516878,USER,MS_37027,36
S_86516878,USER,MS_37691,768
S_86516878,USER,MS_53154,12068
S_86516878,USER,MS_62968,199
S_86516878,USER,MS_8234,39
