service,caller,callee,weight
S_19481993,USER,MS_25557,1759.0
S_19481993,USER,MS_63670,191.0
S_19481993,USER,MS_41385,691.0
S_19481993,USER,MS_36285,629.0
S_19481993,MS_25557,MS_63670,1410.0
S_19481993,MS_25557,MS_9076,431.0
S_19481993,MS_63670,MS_9076,19.0
S_19481993,MS_63670,MS_63670,114.0
S_19481993,MS_63670,MS_37691,236.0
S_19481993,MS_63670,MS_35973,37.0
S_19481993,MS_63670,MS_28617,117.0
S_19481993,MS_63670,MS_53745,53.0
S_19481993,MS_63670,MS_23205,25.0
S_19481993,MS_63670,MS_29680,22.0
S_19481993,MS_41385,MS_63670,463.0
S_19481993,MS_41385,MS_9076,40.0
S_19481993,MS_36285,MS_9076,201.0
S_19481993,MS_36285,MS_63670,291.0
S_19481993,MS_9076,MS_9076,16.0
