service,caller,callee,weight
S_54795436,USER,MS_25557,38546.0
S_54795436,USER,MS_36285,23949.0
S_54795436,USER,MS_63670,11972.0
S_54795436,USER,MS_41385,5373.0
S_54795436,MS_25557,MS_63670,39978.0
S_54795436,MS_25557,MS_9076,4744.0
S_54795436,MS_63670,MS_21883,398.0
S_54795436,MS_63670,MS_53745,11947.0
S_54795436,MS_63670,MS_29680,7512.0
S_54795436,MS_63670,MS_28617,27764.0
S_54795436,MS_63670,MS_23205,7785.0
S_54795436,MS_63670,MS_35973,21500.0
S_54795436,MS_63670,MS_63670,28244.0
S_54795436,MS_63670,MS_37691,92614.0
S_54795436,MS_63670,MS_9076,56.0
S_54795436,MS_63670,MS_1829,1.0
