service,caller,callee,weight
S_51794709,MS_1117,MS_1117,9
S_51794709,MS_1117,MS_30988,9
S_51794709,MS_1404,MS_1404,56
S_51794709,MS_1404,MS_28617,4
S_51794709,MS_1404,MS_37691,56
S_51794709,MS_15819,MS_15819,927
S_51794709,MS_15819,MS_30988,836
S_51794709,MS_15819,MS_37691,21
S_51794709,MS_19279,MS_15600,2
S_51794709,MS_19279,MS_19585,506
S_51794709,MS_19279,MS_22012,324
S_51794709,MS_19279,MS_64352,18
S_51794709,MS_19585,MS_37691,3
S_51794709,MS_19585,MS_42200,186
S_51794709,MS_19630,MS_19630,262
S_51794709,MS_19630,MS_20725,55
S_51794709,MS_19630,MS_28737,40
S_51794709,MS_19630,MS_37691,40
S_51794709,MS_20725,MS_19630,24
S_51794709,MS_20725,MS_43806,24
S_51794709,MS_22973,MS_41162,9
S_51794709,MS_2310,MS_19630,16
S_51794709,MS_2310,MS_43806,30
S_51794709,MS_23571,MS_23571,4
S_51794709,MS_23571,MS_8083,1
S_51794709,MS_26824,MS_42200,7
S_51794709,MS_27487,MS_27487,28
S_51794709,MS_27653,MS_14728,5
S_51794709,MS_27653,MS_24821,1
S_51794709,MS_27653,MS_46708,11
S_51794709,MS_27653,MS_46825,39
S_51794709,MS_2842,MS_2842,5
S_51794709,MS_2842,MS_28737,12
S_51794709,MS_29370,MS_29370,117
S_51794709,MS_29370,MS_795,34
S_51794709,MS_30988,MS_22081,16
S_51794709,MS_30988,MS_27487,22
S_51794709,MS_34145,MS_34145,2
S_51794709,MS_34831,MS_42200,2
S_51794709,MS_3891,MS_3891,34
S_51794709,MS_40586,MS_27487,9
S_51794709,MS_40586,MS_58552,2
S_51794709,MS_42200,MS_10849,20
S_51794709,MS_42200,MS_12613,22
S_51794709,MS_42200,MS_14580,4
S_51794709,MS_42200,MS_19279,182
S_51794709,MS_42200,MS_19585,80
S_51794709,MS_42200,MS_26824,9
S_51794709,MS_42200,MS_27975,2
S_51794709,MS_42200,MS_29865,2
S_51794709,MS_42200,MS_30009,2
S_51794709,MS_42200,MS_31016,2
S_51794709,MS_42200,MS_33711,1
S_51794709,MS_42200,MS_34831,3
S_51794709,MS_42200,MS_37691,75
S_51794709,MS_42200,MS_38986,13
S_51794709,MS_42200,MS_42200,14077
S_51794709,MS_42200,MS_42400,42
S_51794709,MS_42200,MS_4491,2
S_51794709,MS_42200,MS_45191,9
S_51794709,MS_42200,MS_50309,8
S_51794709,MS_42200,MS_50340,4
S_51794709,MS_42200,MS_50379,20
S_51794709,MS_42200,MS_60397,13
S_51794709,MS_42200,MS_64172,10
S_51794709,MS_42200,MS_64352,11
S_51794709,MS_42200,MS_67393,2
S_51794709,MS_42200,MS_8455,15
S_51794709,MS_42200,MS_8491,9
S_51794709,MS_42200,MS_8787,2
S_51794709,MS_42200,MS_9381,16
S_51794709,MS_42200,MS_946,27
S_51794709,MS_43806,MS_2310,55
S_51794709,MS_43806,MS_28737,54
S_51794709,MS_43806,MS_37691,54
S_51794709,MS_43806,MS_43806,283
S_51794709,MS_52678,MS_18366,9
S_51794709,MS_52678,MS_28467,28
S_51794709,MS_52678,MS_52678,820
S_51794709,MS_52740,MS_52740,24
S_51794709,MS_53788,MS_53788,297
S_51794709,MS_5766,MS_2223,1
S_51794709,MS_5766,MS_27421,1
S_51794709,MS_5766,MS_52727,3
S_51794709,MS_5766,MS_5766,1
S_51794709,MS_61055,MS_28617,16
S_51794709,MS_61055,MS_61055,16
S_51794709,MS_64352,MS_19585,51
S_51794709,MS_64352,MS_42400,29
S_51794709,MS_67767,MS_67767,206
S_51794709,MS_68220,MS_68220,1
S_51794709,MS_69708,MS_28617,3424
S_51794709,MS_69708,MS_69708,2595
S_51794709,MS_7818,MS_2223,6
S_51794709,MS_7818,MS_27421,6
S_51794709,MS_7818,MS_42255,1
S_51794709,MS_7818,MS_52727,24
S_51794709,MS_7818,MS_7818,9
S_51794709,MS_793,MS_27487,1
S_51794709,MS_9381,MS_27653,16
S_51794709,USER,MS_1117,9
S_51794709,USER,MS_12613,40
S_51794709,USER,MS_13592,1
S_51794709,USER,MS_1404,28
S_51794709,USER,MS_15819,927
S_51794709,USER,MS_1634,1
S_51794709,USER,MS_18366,2
S_51794709,USER,MS_19585,14
S_51794709,USER,MS_19630,222
S_51794709,USER,MS_19925,4
S_51794709,USER,MS_22012,7
S_51794709,USER,MS_2223,1
S_51794709,USER,MS_22973,9
S_51794709,USER,MS_23571,3
S_51794709,USER,MS_23930,3
S_51794709,USER,MS_26001,3
S_51794709,USER,MS_27421,7
S_51794709,USER,MS_27487,210
S_51794709,USER,MS_27653,1
S_51794709,USER,MS_2842,5
S_51794709,USER,MS_28617,2
S_51794709,USER,MS_29370,117
S_51794709,USER,MS_31716,2
S_51794709,USER,MS_31875,3
S_51794709,USER,MS_34145,1
S_51794709,USER,MS_37691,196
S_51794709,USER,MS_38156,4
S_51794709,USER,MS_3891,9
S_51794709,USER,MS_40586,14
S_51794709,USER,MS_41162,3
S_51794709,USER,MS_42200,3757
S_51794709,USER,MS_42255,5
S_51794709,USER,MS_43806,229
S_51794709,USER,MS_4651,56
S_51794709,USER,MS_46825,44
S_51794709,USER,MS_49555,11
S_51794709,USER,MS_52678,820
S_51794709,USER,MS_52727,36
S_51794709,USER,MS_52740,24
S_51794709,USER,MS_53788,387
S_51794709,USER,MS_5766,2
S_51794709,USER,MS_61055,16
S_51794709,USER,MS_67767,206
S_51794709,USER,MS_68220,1
S_51794709,USER,MS_69708,2595
S_51794709,USER,MS_7818,18
S_51794709,USER,MS_793,1
S_51794709,USER,MS_8455,107
S_51794709,USER,MS_9308,3
S_51794709,USER,MS_946,107
