service,caller,callee,weight
S_58367703,MS_7798,MS_19585,39.0
S_58367703,MS_7798,MS_8237,13.0
S_58367703,MS_7798,MS_22012,26.0
S_58367703,MS_7798,MS_15131,14.0
S_58367703,MS_7798,MS_23655,3.0
S_58367703,MS_7798,MS_54372,1.0
S_58367703,MS_7798,MS_23465,2.0
S_58367703,MS_7798,MS_39594,1.0
S_58367703,USER,MS_43781,55900.0
S_58367703,USER,MS_19279,4805.0
S_58367703,USER,MS_72610,526.0
S_58367703,USER,MS_25771,302.0
S_58367703,USER,MS_15131,39.0
S_58367703,USER,MS_20757,8.0
S_58367703,USER,MS_39594,5.0
S_58367703,USER,MS_23465,2.0
S_58367703,USER,MS_7798,13.0
S_58367703,USER,MS_54372,2.0
S_58367703,USER,MS_23655,2.0
S_58367703,MS_25771,MS_62952,593.0
S_58367703,MS_25771,MS_19585,874.0
S_58367703,MS_25771,MS_22012,572.0
S_58367703,MS_25771,MS_41270,24.0
S_58367703,MS_68089,MS_58652,940.0
S_58367703,MS_68089,MS_42664,46.0
S_58367703,MS_68089,MS_50896,4.0
S_58367703,MS_15131,MS_19585,12200.0
S_58367703,MS_15131,MS_43781,64.0
S_58367703,MS_50896,MS_33090,4.0
S_58367703,MS_68650,MS_19585,55767.0
S_58367703,MS_68650,MS_21979,14047.0
S_58367703,MS_68650,MS_15303,515.0
S_58367703,MS_68650,MS_27421,515.0
S_58367703,MS_19279,MS_19585,25770.0
S_58367703,MS_19279,MS_22012,16682.0
S_58367703,MS_19279,MS_15600,628.0
S_58367703,MS_19279,MS_64352,1238.0
S_58367703,MS_19279,MS_29579,18.0
S_58367703,MS_19279,MS_21904,15.0
S_58367703,MS_19279,MS_24975,9.0
S_58367703,MS_21979,MS_51461,6740.0
S_58367703,MS_62952,MS_19585,304.0
S_58367703,MS_62952,MS_27927,16.0
S_58367703,MS_33090,MS_19585,2.0
S_58367703,MS_15600,MS_19279,4308.0
S_58367703,MS_58652,MS_40760,986.0
S_58367703,MS_40760,MS_37536,861.0
S_58367703,MS_40760,MS_42150,1462.0
S_58367703,MS_63630,MS_27421,609.0
S_58367703,MS_63630,MS_8237,609.0
S_58367703,MS_63630,MS_19585,1170.0
S_58367703,MS_63630,MS_31537,609.0
S_58367703,MS_63630,MS_68089,4.0
S_58367703,MS_72610,MS_37536,1032.0
S_58367703,MS_72610,MS_42150,1558.0
S_58367703,MS_72610,MS_39594,10.0
S_58367703,MS_72610,MS_35321,7.0
S_58367703,MS_72610,MS_2869,114.0
S_58367703,MS_72610,MS_56821,12.0
S_58367703,MS_72610,MS_23655,5.0
S_58367703,MS_72610,MS_54372,6.0
S_58367703,MS_72610,MS_23465,13.0
S_58367703,MS_9374,MS_31537,4.0
S_58367703,MS_9374,MS_27421,4.0
S_58367703,MS_9374,MS_8237,4.0
S_58367703,MS_9374,MS_19585,8.0
S_58367703,MS_42664,MS_40760,46.0
S_58367703,MS_64352,MS_42400,600.0
S_58367703,MS_64352,MS_19585,1093.0
S_58367703,MS_43781,MS_22012,109969.0
S_58367703,MS_43781,MS_19585,165712.0
S_58367703,MS_43781,MS_15131,67098.0
S_58367703,MS_43781,MS_8237,55860.0
S_58367703,MS_43781,MS_23465,8289.0
S_58367703,MS_43781,MS_54372,8200.0
S_58367703,MS_43781,MS_39594,8204.0
S_58367703,MS_43781,MS_23655,3225.0
S_58367703,MS_43781,MS_63630,1228.0
S_58367703,MS_43781,MS_20757,35.0
S_58367703,MS_43781,MS_68650,136.0
S_58367703,MS_43781,MS_35321,17.0
S_58367703,MS_43781,MS_63415,12.0
S_58367703,MS_43781,MS_52747,11.0
S_58367703,MS_43781,MS_38005,4.0
S_58367703,MS_43781,MS_2869,34.0
S_58367703,MS_43781,MS_71204,3.0
S_58367703,MS_43781,MS_9374,8.0
S_58367703,MS_43781,MS_49373,7.0
S_58367703,MS_56821,MS_27421,6.0
S_58367703,MS_56821,MS_46269,6.0
S_58367703,MS_56821,MS_42150,10.0
