service,caller,callee,weight
S_86516878,MS_53154,MS_28467,29408.0
S_86516878,MS_53154,MS_37691,29410.0
S_86516878,USER,MS_53154,14877.0
S_86516878,USER,MS_15284,9489.0
S_86516878,USER,MS_37027,36.0
S_86516878,USER,MS_18473,62.0
S_86516878,MS_2842,MS_28737,184.0
S_86516878,MS_37027,MS_28467,72.0
S_86516878,MS_37027,MS_37691,72.0
S_86516878,MS_37027,MS_6190,1.0
S_86516878,MS_15284,MS_28467,18659.0
S_86516878,MS_15284,MS_37691,18889.0
S_86516878,MS_15284,MS_6190,124.0
S_86516878,MS_15284,MS_2842,110.0
S_86516878,MS_18473,MS_28467,124.0
S_86516878,MS_18473,MS_37691,124.0
