service,caller,callee,weight
S_5991695,MS_7798,MS_22012,14.0
S_5991695,MS_7798,MS_15131,8.0
S_5991695,MS_7798,MS_19585,14.0
S_5991695,USER,MS_43781,61014.0
S_5991695,USER,MS_19279,24923.0
S_5991695,USER,MS_25771,299.0
S_5991695,USER,MS_72610,568.0
S_5991695,USER,MS_7798,9.0
S_5991695,MS_40760,MS_42150,34.0
S_5991695,MS_40760,MS_37536,20.0
S_5991695,MS_25771,MS_19585,577.0
S_5991695,MS_25771,MS_22012,579.0
S_5991695,MS_19279,MS_22012,48246.0
S_5991695,MS_19279,MS_19585,48238.0
S_5991695,MS_42664,MS_40760,6.0
S_5991695,MS_68089,MS_42664,4.0
S_5991695,MS_68089,MS_58652,18.0
S_5991695,MS_15131,MS_19585,7869.0
S_5991695,MS_43781,MS_15131,36931.0
S_5991695,MS_43781,MS_19585,90080.0
S_5991695,MS_43781,MS_22012,90092.0
S_5991695,MS_43781,MS_8237,2.0
S_5991695,MS_43781,MS_21545,8.0
S_5991695,MS_38523,MS_42664,2.0
S_5991695,MS_21545,MS_19585,1952.0
S_5991695,MS_21545,MS_8237,670.0
S_5991695,MS_21545,MS_22012,1224.0
S_5991695,MS_21545,MS_68089,15.0
S_5991695,MS_21545,MS_38523,2.0
S_5991695,MS_58652,MS_40760,18.0
S_5991695,MS_72610,MS_42150,984.0
S_5991695,MS_72610,MS_37536,985.0
