service,caller,callee,weight
S_51794709,USER,MS_15819,565.0
S_51794709,USER,MS_69708,2158.0
S_51794709,USER,MS_42200,3045.0
S_51794709,USER,MS_52678,979.0
S_51794709,USER,MS_53788,220.0
S_51794709,USER,MS_61055,12.0
S_51794709,USER,MS_19630,144.0
S_51794709,USER,MS_43806,189.0
S_51794709,USER,MS_1404,11.0
S_51794709,USER,MS_52740,31.0
S_51794709,USER,MS_67767,221.0
S_51794709,USER,MS_29370,65.0
S_51794709,USER,MS_1117,7.0
S_51794709,USER,MS_23571,4.0
S_51794709,USER,MS_7818,3.0
S_51794709,USER,MS_3891,3.0
S_51794709,USER,MS_2842,1.0
S_51794709,MS_15819,MS_15819,565.0
S_51794709,MS_15819,MS_30988,924.0
S_51794709,MS_15819,MS_37691,12.0
S_51794709,MS_15819,MS_52464,6.0
S_51794709,MS_30988,MS_27487,256.0
S_51794709,MS_30988,MS_53788,59.0
S_51794709,MS_30988,MS_22081,87.0
S_51794709,MS_69708,MS_69708,2158.0
S_51794709,MS_69708,MS_28617,2703.0
S_51794709,MS_42200,MS_42200,11614.0
S_51794709,MS_42200,MS_19279,74.0
S_51794709,MS_42200,MS_37691,40.0
S_51794709,MS_42200,MS_22012,60.0
S_51794709,MS_42200,MS_19585,89.0
S_51794709,MS_42200,MS_30234,30.0
S_51794709,MS_42200,MS_70299,62.0
S_51794709,MS_42200,MS_72583,6.0
S_51794709,MS_42200,MS_42400,8.0
S_51794709,MS_42200,MS_64352,27.0
S_51794709,MS_42200,MS_29865,1.0
S_51794709,MS_42200,MS_14580,1.0
S_51794709,MS_42200,MS_26824,3.0
S_51794709,MS_42200,MS_8455,4.0
S_51794709,MS_42200,MS_946,4.0
S_51794709,MS_42200,MS_9381,13.0
S_51794709,MS_42200,MS_38986,3.0
S_51794709,MS_42200,MS_50340,2.0
S_51794709,MS_42200,MS_45191,1.0
S_51794709,MS_42200,MS_10849,1.0
S_51794709,MS_42200,MS_12613,4.0
S_51794709,MS_42200,MS_34831,2.0
S_51794709,MS_42200,MS_14838,1.0
S_51794709,MS_42200,MS_50309,2.0
S_51794709,MS_42200,MS_50379,2.0
S_51794709,MS_42200,MS_8491,2.0
S_51794709,MS_42200,MS_64172,3.0
S_51794709,MS_42200,MS_60397,4.0
S_51794709,MS_42200,MS_58459,2.0
S_51794709,MS_42200,MS_42245,2.0
S_51794709,MS_52678,MS_52678,979.0
S_51794709,MS_52678,MS_18366,7.0
S_51794709,MS_52678,MS_28467,30.0
S_51794709,MS_53788,MS_53788,252.0
S_51794709,MS_53788,MS_12658,220.0
S_51794709,MS_53788,MS_35463,22.0
S_51794709,MS_53788,MS_33958,21.0
S_51794709,MS_53788,MS_3949,16.0
S_51794709,MS_53788,MS_17168,16.0
S_51794709,MS_53788,MS_37691,33.0
S_51794709,MS_53788,MS_69293,17.0
S_51794709,MS_53788,MS_66263,2.0
S_51794709,MS_53788,MS_18366,2.0
S_51794709,MS_53788,MS_29467,1.0
S_51794709,MS_27487,MS_27487,33.0
S_51794709,MS_14838,MS_46230,74.0
S_51794709,MS_14838,MS_69416,1.0
S_51794709,MS_14838,MS_27103,1.0
S_51794709,MS_14838,MS_22012,2.0
S_51794709,MS_14838,MS_66648,2.0
S_51794709,MS_61055,MS_61055,12.0
S_51794709,MS_61055,MS_28617,12.0
S_51794709,MS_19630,MS_19630,167.0
S_51794709,MS_19630,MS_60294,103.0
S_51794709,MS_19630,MS_28737,23.0
S_51794709,MS_19630,MS_37691,23.0
S_51794709,MS_19630,MS_20725,29.0
S_51794709,MS_43806,MS_43806,212.0
S_51794709,MS_43806,MS_2310,45.0
S_51794709,MS_43806,MS_28737,23.0
S_51794709,MS_43806,MS_37691,23.0
S_51794709,MS_43806,MS_60294,129.0
S_51794709,MS_2310,MS_19630,16.0
S_51794709,MS_2310,MS_43806,12.0
S_51794709,MS_19279,MS_19585,120.0
S_51794709,MS_19279,MS_64352,16.0
S_51794709,MS_19279,MS_42200,16.0
S_51794709,MS_19279,MS_22012,62.0
S_51794709,MS_19279,MS_30234,31.0
S_51794709,MS_19585,MS_42200,38.0
