service,caller,callee,weight
S_21852643,USER,MS_53926,195813.0
S_21852643,USER,MS_25492,6117.0
S_21852643,USER,MS_7070,1319.0
S_21852643,USER,MS_60882,33236.0
S_21852643,USER,MS_7941,27256.0
S_21852643,USER,MS_46208,28848.0
S_21852643,USER,MS_64551,34173.0
S_21852643,USER,MS_30451,8166.0
S_21852643,USER,MS_22997,14020.0
S_21852643,USER,MS_1433,12943.0
S_21852643,USER,MS_43473,1344.0
S_21852643,USER,MS_50411,6137.0
S_21852643,USER,MS_46278,2173.0
S_21852643,USER,MS_2621,5694.0
S_21852643,USER,MS_67599,5854.0
S_21852643,USER,MS_39492,8122.0
S_21852643,USER,MS_42683,5145.0
S_21852643,USER,MS_65235,4538.0
S_21852643,USER,MS_55526,195.0
S_21852643,USER,MS_39324,8820.0
S_21852643,USER,MS_71149,410.0
S_21852643,USER,MS_73365,2847.0
S_21852643,USER,MS_46079,2035.0
S_21852643,USER,MS_36819,1482.0
S_21852643,USER,MS_32171,1930.0
S_21852643,USER,MS_53490,629.0
S_21852643,USER,MS_37286,201.0
S_21852643,USER,MS_10701,1482.0
S_21852643,USER,MS_43835,328.0
S_21852643,USER,MS_25884,401.0
S_21852643,USER,MS_41342,608.0
S_21852643,USER,MS_11083,110.0
S_21852643,USER,MS_72070,1263.0
S_21852643,USER,MS_68160,1228.0
S_21852643,USER,MS_46461,168.0
S_21852643,USER,MS_17687,88.0
S_21852643,USER,MS_14888,281.0
S_21852643,USER,MS_54559,305.0
S_21852643,USER,MS_68986,107.0
S_21852643,USER,MS_24099,108.0
S_21852643,USER,MS_21672,109.0
S_21852643,USER,MS_30929,101.0
S_21852643,USER,MS_23553,136.0
S_21852643,USER,MS_23276,36.0
S_21852643,USER,MS_1079,98.0
S_21852643,USER,MS_23651,120.0
S_21852643,USER,MS_55242,24.0
S_21852643,USER,MS_1254,37.0
S_21852643,USER,MS_33798,785.0
S_21852643,USER,MS_67926,16.0
S_21852643,USER,MS_20680,1.0
S_21852643,USER,MS_5144,10.0
S_21852643,MS_73365,MS_16950,422.0
S_21852643,MS_73365,MS_16032,131.0
S_21852643,MS_73365,MS_70425,450.0
S_21852643,MS_73365,MS_29633,173.0
S_21852643,MS_73365,MS_50050,475.0
S_21852643,MS_73365,MS_23437,457.0
S_21852643,MS_73365,MS_30537,297.0
S_21852643,MS_73365,MS_19837,297.0
S_21852643,MS_73365,MS_33002,145.0
S_21852643,MS_37286,MS_16950,109.0
S_21852643,MS_37286,MS_70425,92.0
S_21852643,MS_33798,MS_54341,127.0
S_21852643,MS_33798,MS_1242,22.0
S_21852643,MS_33798,MS_57290,146.0
S_21852643,MS_33798,MS_38729,129.0
S_21852643,MS_33798,MS_765,106.0
S_21852643,MS_33798,MS_23405,95.0
S_21852643,MS_33798,MS_62106,117.0
S_21852643,MS_33798,MS_41532,23.0
S_21852643,MS_33798,MS_20061,20.0
