service,caller,callee,weight
S_86516878,MS_2842,MS_28737,28812.0
S_86516878,MS_2842,MS_21883,2457.0
S_86516878,MS_65374,MS_28737,36.0
S_86516878,USER,MS_15284,362594.0
S_86516878,USER,MS_53154,519483.0
S_86516878,USER,MS_18473,1769.0
S_86516878,USER,MS_37027,1485.0
S_86516878,MS_18473,MS_37691,3500.0
S_86516878,MS_18473,MS_28467,3498.0
S_86516878,MS_37027,MS_37691,2950.0
S_86516878,MS_37027,MS_28467,2903.0
S_86516878,MS_37027,MS_2842,19.0
S_86516878,MS_53154,MS_28467,1027050.0
S_86516878,MS_53154,MS_37691,1027343.0
S_86516878,MS_15284,MS_37691,720690.0
S_86516878,MS_15284,MS_28467,711496.0
S_86516878,MS_15284,MS_2842,5949.0
S_86516878,MS_15284,MS_65374,15.0
