service,caller,callee,weight
S_54795436,USER,MS_25557,1400.0
S_54795436,USER,MS_63670,392.0
S_54795436,USER,MS_36285,941.0
S_54795436,USER,MS_41385,156.0
S_54795436,MS_25557,MS_63670,1099.0
S_54795436,MS_25557,MS_9076,180.0
S_54795436,MS_63670,MS_63670,1262.0
S_54795436,MS_63670,MS_37691,4289.0
S_54795436,MS_63670,MS_35973,912.0
S_54795436,MS_63670,MS_28617,1195.0
S_54795436,MS_63670,MS_29680,323.0
S_54795436,MS_63670,MS_53745,492.0
S_54795436,MS_63670,MS_23205,347.0
S_54795436,MS_63670,MS_9076,15.0
S_54795436,MS_63670,MS_21883,12.0
S_54795436,MS_36285,MS_9076,79.0
S_54795436,MS_36285,MS_63670,381.0
S_54795436,MS_36285,MS_21883,5.0
S_54795436,MS_9076,MS_9076,3.0
S_54795436,MS_41385,MS_63670,96.0
S_54795436,MS_41385,MS_9076,19.0
