service,caller,callee,weight
S_58367703,USER,MS_43781,1129.0
S_58367703,USER,MS_19279,114.0
S_58367703,USER,MS_72610,18.0
S_58367703,USER,MS_7798,2.0
S_58367703,USER,MS_25771,3.0
S_58367703,USER,MS_42200,1.0
S_58367703,MS_43781,MS_8237,1126.0
S_58367703,MS_43781,MS_19585,3341.0
S_58367703,MS_43781,MS_22012,2219.0
S_58367703,MS_43781,MS_15131,1505.0
S_58367703,MS_43781,MS_63630,33.0
S_58367703,MS_43781,MS_68650,3.0
S_58367703,MS_19585,MS_19585,799.0
S_58367703,MS_19585,MS_30234,75.0
S_58367703,MS_19585,MS_42200,1.0
S_58367703,MS_22012,MS_22012,705.0
S_58367703,MS_15131,MS_23465,150.0
S_58367703,MS_15131,MS_30234,631.0
S_58367703,MS_15131,MS_23655,68.0
S_58367703,MS_15131,MS_19585,361.0
S_58367703,MS_15131,MS_54372,158.0
S_58367703,MS_15131,MS_39594,134.0
S_58367703,MS_15131,MS_63415,3.0
S_58367703,MS_15131,MS_35321,1.0
S_58367703,MS_23465,MS_30234,127.0
S_58367703,MS_68650,MS_19585,1049.0
S_58367703,MS_68650,MS_21979,208.0
S_58367703,MS_68650,MS_27421,8.0
S_58367703,MS_68650,MS_15303,8.0
S_58367703,MS_19279,MS_19585,565.0
S_58367703,MS_19279,MS_22012,368.0
S_58367703,MS_19279,MS_30234,166.0
S_58367703,MS_19279,MS_15600,17.0
S_58367703,MS_19279,MS_29579,1.0
S_58367703,MS_19279,MS_64352,18.0
S_58367703,MS_23655,MS_30234,56.0
S_58367703,MS_21979,MS_51461,90.0
S_58367703,MS_54372,MS_30234,128.0
S_58367703,MS_15600,MS_30234,17.0
S_58367703,MS_29579,MS_30234,1.0
S_58367703,MS_72610,MS_42150,54.0
S_58367703,MS_72610,MS_37536,36.0
S_58367703,MS_72610,MS_30234,11.0
S_58367703,MS_72610,MS_2869,6.0
S_58367703,MS_72610,MS_56821,4.0
S_58367703,MS_72610,MS_23465,1.0
S_58367703,MS_42150,MS_42150,19.0
S_58367703,MS_37536,MS_37536,17.0
S_58367703,MS_39594,MS_30234,112.0
S_58367703,MS_7798,MS_8237,2.0
S_58367703,MS_7798,MS_19585,6.0
S_58367703,MS_7798,MS_22012,4.0
S_58367703,MS_7798,MS_15131,3.0
S_58367703,MS_63630,MS_8237,14.0
S_58367703,MS_63630,MS_19585,28.0
S_58367703,MS_63630,MS_27421,14.0
S_58367703,MS_63630,MS_31537,14.0
S_58367703,MS_64352,MS_19585,13.0
S_58367703,MS_64352,MS_42400,7.0
S_58367703,MS_63415,MS_30234,2.0
S_58367703,MS_2869,MS_30234,6.0
S_58367703,MS_35321,MS_30234,1.0
S_58367703,MS_56821,MS_42150,4.0
S_58367703,MS_56821,MS_27421,2.0
S_58367703,MS_56821,MS_46269,2.0
S_58367703,MS_25771,MS_19585,9.0
S_58367703,MS_25771,MS_62952,6.0
S_58367703,MS_25771,MS_22012,6.0
S_58367703,MS_25771,MS_68919,3.0
S_58367703,MS_62952,MS_19585,3.0
S_58367703,MS_42200,MS_19585,3.0
S_58367703,MS_42200,MS_22012,2.0
S_58367703,MS_42200,MS_30234,1.0
