service,caller,callee,weight
S_119456620,MS_15819,MS_30988,59640.0
S_119456620,MS_15819,MS_15819,54693.0
S_119456620,MS_15819,MS_37691,4307.0
S_119456620,MS_30988,MS_27487,42406.0
S_119456620,USER,MS_15819,54693.0
S_119456620,USER,MS_35070,3402.0
S_119456620,USER,MS_42200,161310.0
S_119456620,USER,MS_19630,3715.0
S_119456620,USER,MS_1076,1796.0
S_119456620,USER,MS_69708,8041.0
S_119456620,USER,MS_29370,3667.0
S_119456620,USER,MS_1117,406.0
S_119456620,USER,MS_61055,1311.0
S_119456620,USER,MS_43806,3997.0
S_119456620,USER,MS_69331,172.0
S_119456620,USER,MS_23571,218.0
S_119456620,USER,MS_7818,390.0
S_119456620,USER,MS_3891,261.0
S_119456620,USER,MS_5122,23.0
S_119456620,USER,MS_19017,51.0
S_119456620,USER,MS_5766,54.0
S_119456620,USER,MS_52740,14.0
S_119456620,USER,MS_2842,3.0
S_119456620,MS_35070,MS_35070,4839.0
S_119456620,MS_35070,MS_27487,2800.0
S_119456620,MS_35070,MS_37691,29438.0
S_119456620,MS_35070,MS_28737,975.0
S_119456620,MS_42200,MS_42200,625001.0
S_119456620,MS_42200,MS_37691,67162.0
S_119456620,MS_19630,MS_19630,5689.0
S_119456620,MS_19630,MS_20725,3092.0
S_119456620,MS_19630,MS_28737,1974.0
S_119456620,MS_19630,MS_37691,1974.0
S_119456620,MS_19630,MS_8886,2.0
S_119456620,MS_1076,MS_37691,3440.0
S_119456620,MS_1076,MS_62968,1721.0
S_119456620,MS_1076,MS_1076,1796.0
S_119456620,MS_43806,MS_43806,6032.0
S_119456620,MS_43806,MS_37691,2035.0
S_119456620,MS_43806,MS_28737,2035.0
S_119456620,MS_43806,MS_2310,3367.0
S_119456620,MS_43806,MS_8886,2.0
S_119456620,MS_20725,MS_43806,959.0
S_119456620,MS_20725,MS_19630,974.0
S_119456620,MS_69708,MS_69708,8041.0
S_119456620,MS_29370,MS_29370,3667.0
S_119456620,MS_1117,MS_1117,406.0
S_119456620,MS_1117,MS_30988,432.0
S_119456620,MS_1117,MS_37691,39.0
S_119456620,MS_61055,MS_61055,1311.0
S_119456620,MS_61055,MS_28617,1311.0
S_119456620,MS_2310,MS_43806,1076.0
S_119456620,MS_2310,MS_19630,999.0
S_119456620,MS_69331,MS_27487,166.0
S_119456620,MS_69331,MS_69331,207.0
S_119456620,MS_69331,MS_37691,1193.0
S_119456620,MS_69331,MS_4651,32.0
S_119456620,MS_23571,MS_23571,304.0
S_119456620,MS_23571,MS_8083,87.0
S_119456620,MS_23571,MS_66346,2.0
S_119456620,MS_7818,MS_7818,761.0
S_119456620,MS_7818,MS_52727,1846.0
S_119456620,MS_7818,MS_27421,158.0
S_119456620,MS_7818,MS_42255,217.0
S_119456620,MS_7818,MS_2223,127.0
S_119456620,MS_7818,MS_67443,31.0
S_119456620,MS_7818,MS_52274,18.0
S_119456620,MS_7818,MS_45507,3.0
S_119456620,MS_7818,MS_7414,9.0
S_119456620,MS_7818,MS_1556,5.0
S_119456620,MS_7818,MS_8083,4.0
S_119456620,MS_7818,MS_5766,20.0
S_119456620,MS_7818,MS_68851,4.0
