service,caller,callee,weight
S_100293104,MS_69783,MS_26643,35.0
S_100293104,MS_69783,MS_27421,35.0
S_100293104,MS_27391,MS_27421,16.0
S_100293104,MS_27391,MS_62789,16.0
S_100293104,MS_27391,MS_20539,4.0
S_100293104,MS_41974,MS_27421,59.0
S_100293104,MS_41974,MS_5879,59.0
S_100293104,MS_41974,MS_49956,6.0
S_100293104,MS_41974,MS_54968,1.0
S_100293104,MS_41375,MS_37691,820.0
S_100293104,MS_41375,MS_11641,2452.0
S_100293104,MS_41375,MS_27421,23.0
S_100293104,MS_41375,MS_45616,23.0
S_100293104,MS_48505,MS_24506,1.0
S_100293104,MS_48505,MS_10783,8.0
S_100293104,MS_25377,MS_41864,2.0
S_100293104,MS_44252,MS_64754,62.0
S_100293104,MS_44252,MS_27421,62.0
S_100293104,MS_17557,MS_28617,2.0
S_100293104,MS_17557,MS_37691,2.0
S_100293104,MS_41983,MS_27421,86.0
S_100293104,MS_41983,MS_34874,86.0
S_100293104,MS_32485,MS_46825,5.0
S_100293104,MS_72116,MS_25835,1549.0
S_100293104,MS_72116,MS_27421,1549.0
S_100293104,MS_13482,MS_63642,5.0
S_100293104,MS_13482,MS_32139,5.0
S_100293104,MS_57945,MS_27421,2.0
S_100293104,MS_57945,MS_36585,2.0
S_100293104,MS_57945,MS_57945,1.0
S_100293104,MS_20346,MS_68816,1.0
S_100293104,MS_20346,MS_27421,1.0
S_100293104,MS_38148,MS_36965,1.0
S_100293104,MS_38148,MS_27421,1.0
S_100293104,MS_71878,MS_28617,30.0
S_100293104,MS_71878,MS_96,10.0
S_100293104,MS_71878,MS_27421,10.0
S_100293104,MS_23106,MS_5913,149.0
S_100293104,MS_71880,MS_27421,10.0
S_100293104,MS_71880,MS_55982,10.0
S_100293104,MS_27699,MS_27421,52.0
S_100293104,MS_27699,MS_11667,128.0
S_100293104,MS_27699,MS_1950,12.0
S_100293104,MS_10916,MS_27421,79.0
S_100293104,MS_10916,MS_46825,213.0
S_100293104,MS_10916,MS_4679,157.0
S_100293104,MS_10916,MS_72494,17.0
S_100293104,MS_10916,MS_55085,34.0
S_100293104,MS_10916,MS_30089,2.0
S_100293104,MS_26124,MS_52727,24.0
S_100293104,MS_26124,MS_40738,752.0
S_100293104,MS_26124,MS_27421,479.0
S_100293104,MS_71418,MS_3784,989.0
S_100293104,MS_71418,MS_10783,19.0
S_100293104,MS_62027,MS_2192,95.0
S_100293104,MS_62027,MS_66332,188.0
S_100293104,MS_62027,MS_27421,378.0
S_100293104,MS_62027,MS_13544,378.0
S_100293104,MS_30118,MS_41516,22.0
S_100293104,MS_30118,MS_7766,7.0
S_100293104,MS_69754,MS_37786,49.0
S_100293104,MS_69754,MS_27421,49.0
S_100293104,MS_69754,MS_37691,8.0
S_100293104,MS_69754,MS_271,2.0
S_100293104,MS_49956,MS_27421,1.0
S_100293104,MS_49956,MS_24213,4.0
S_100293104,MS_49956,MS_5879,1.0
S_100293104,MS_49956,MS_14304,2.0
S_100293104,MS_50790,MS_27421,4.0
S_100293104,MS_62695,MS_27421,114.0
S_100293104,MS_62695,MS_66614,1342.0
S_100293104,MS_62695,MS_6654,112.0
S_100293104,MS_62695,MS_64565,205.0
S_100293104,MS_62695,MS_51607,2.0
S_100293104,MS_62695,MS_67397,2.0
S_100293104,MS_44481,MS_1303,19.0
S_100293104,MS_44481,MS_58455,11.0
S_100293104,MS_44481,MS_25353,6.0
S_100293104,MS_44481,MS_27421,6.0
S_100293104,MS_44481,MS_44481,6.0
S_100293104,MS_44481,MS_14011,2.0
S_100293104,MS_55108,MS_46402,2.0
S_100293104,MS_55108,MS_27421,14.0
S_100293104,MS_55108,MS_39608,15.0
S_100293104,MS_55108,MS_32448,1.0
S_100293104,MS_55108,MS_20896,2.0
S_100293104,MS_55108,MS_44481,2.0
S_100293104,MS_55108,MS_40391,2.0
S_100293104,MS_59988,MS_71418,623.0
S_100293104,MS_59988,MS_49684,62.0
S_100293104,MS_59988,MS_27421,987.0
S_100293104,MS_59988,MS_21837,60.0
S_100293104,MS_59988,MS_49579,62.0
S_100293104,MS_59988,MS_73146,1271.0
S_100293104,MS_59988,MS_36518,49.0
S_100293104,MS_59988,MS_64565,27.0
S_100293104,MS_59988,MS_23106,30.0
S_100293104,MS_48713,MS_31430,12.0
