service,caller,callee,weight
S_17454060,MS_1278,MS_1278,1
S_17454060,MS_14304,MS_14304,10
S_17454060,MS_14728,MS_14728,2
S_17454060,MS_1556,MS_1556,9
S_17454060,MS_15934,MS_11790,9
S_17454060,MS_15934,MS_15934,56
S_17454060,MS_15934,MS_22845,4
S_17454060,MS_15934,MS_23531,18
S_17454060,MS_15934,MS_2835,4
S_17454060,MS_15934,MS_29635,56
S_17454060,MS_15934,MS_29680,4
S_17454060,MS_15934,MS_35973,220
S_17454060,MS_15934,MS_53002,3
S_17454060,MS_15934,MS_53745,3
S_17454060,MS_2070,MS_68048,5
S_17454060,MS_21451,MS_14304,1
S_17454060,MS_21451,MS_21451,1
S_17454060,MS_21451,MS_22845,3
S_17454060,MS_21451,MS_29635,1
S_17454060,MS_21451,MS_37691,1
S_17454060,MS_21733,MS_30432,3
S_17454060,MS_21733,MS_4014,4
S_17454060,MS_21733,MS_46378,40
S_17454060,MS_21733,MS_46825,2
S_17454060,MS_21733,MS_57945,1
S_17454060,MS_21733,MS_73346,1
S_17454060,MS_26670,MS_37691,4
S_17454060,MS_26670,MS_42253,3
S_17454060,MS_26670,MS_8234,10
S_17454060,MS_2706,MS_1278,1
S_17454060,MS_2706,MS_14304,4
S_17454060,MS_2706,MS_14728,1
S_17454060,MS_2706,MS_19872,1
S_17454060,MS_2706,MS_30494,2
S_17454060,MS_2706,MS_8234,2
S_17454060,MS_27239,MS_15934,542
S_17454060,MS_27239,MS_21451,4
S_17454060,MS_27239,MS_27239,43
S_17454060,MS_27239,MS_37235,1
S_17454060,MS_27239,MS_43952,347
S_17454060,MS_27239,MS_47144,2
S_17454060,MS_27239,MS_48488,234
S_17454060,MS_27239,MS_55290,1
S_17454060,MS_28617,MS_28617,5
S_17454060,MS_28728,MS_27421,1
S_17454060,MS_28728,MS_46825,2
S_17454060,MS_28728,MS_70183,1
S_17454060,MS_30494,MS_30494,6
S_17454060,MS_35795,MS_21684,1
S_17454060,MS_35795,MS_27421,1
S_17454060,MS_35795,MS_60125,1
S_17454060,MS_35973,MS_35973,16
S_17454060,MS_36669,MS_46708,30
S_17454060,MS_36669,MS_46825,241
S_17454060,MS_37235,MS_46825,57
S_17454060,MS_4014,MS_37691,101
S_17454060,MS_4014,MS_4014,45
S_17454060,MS_41766,MS_37374,6
S_17454060,MS_42255,MS_42255,1
S_17454060,MS_43952,MS_23205,354
S_17454060,MS_43952,MS_2835,158
S_17454060,MS_43952,MS_40503,146
S_17454060,MS_43952,MS_46032,22
S_17454060,MS_43952,MS_63881,2
S_17454060,MS_44845,MS_27421,3
S_17454060,MS_44845,MS_4679,4
