service,caller,callee,weight
S_130831269,USER,MS_42200,6064.0
S_130831269,USER,MS_19017,10121.0
S_130831269,USER,MS_59,65.0
S_130831269,USER,MS_43806,398.0
S_130831269,USER,MS_29370,92.0
S_130831269,USER,MS_61055,726.0
S_130831269,USER,MS_56298,19.0
S_130831269,USER,MS_19630,347.0
S_130831269,USER,MS_52678,222.0
S_130831269,USER,MS_15819,27.0
S_130831269,USER,MS_68166,280.0
S_130831269,USER,MS_53788,50.0
S_130831269,USER,MS_5182,246.0
S_130831269,USER,MS_5122,3.0
S_130831269,USER,MS_23571,12.0
S_130831269,USER,MS_3891,11.0
S_130831269,USER,MS_8549,12.0
S_130831269,USER,MS_34145,1.0
S_130831269,USER,MS_7818,18.0
S_130831269,USER,MS_68220,2.0
S_130831269,USER,MS_12005,2.0
S_130831269,USER,MS_5766,1.0
S_130831269,USER,MS_73347,9.0
S_130831269,USER,MS_1404,2.0
S_130831269,USER,MS_2357,2.0
S_130831269,MS_42200,MS_42200,6064.0
S_130831269,MS_19017,MS_19017,10121.0
S_130831269,MS_59,MS_59,65.0
S_130831269,MS_43806,MS_43806,398.0
S_130831269,MS_43806,MS_2310,3.0
S_130831269,MS_29370,MS_29370,92.0
S_130831269,MS_61055,MS_61055,726.0
S_130831269,MS_56298,MS_56298,19.0
S_130831269,MS_19630,MS_19630,347.0
S_130831269,MS_19630,MS_20725,10.0
S_130831269,MS_52678,MS_52678,222.0
S_130831269,MS_15819,MS_15819,27.0
S_130831269,MS_68166,MS_68166,280.0
S_130831269,MS_53788,MS_53788,50.0
S_130831269,MS_53788,MS_69293,50.0
S_130831269,MS_5182,MS_5182,246.0
S_130831269,MS_5122,MS_5122,3.0
S_130831269,MS_23571,MS_23571,12.0
S_130831269,MS_3891,MS_3891,11.0
S_130831269,MS_8549,MS_8549,12.0
S_130831269,MS_34145,MS_34145,1.0
S_130831269,MS_7818,MS_7818,18.0
S_130831269,MS_68220,MS_68220,2.0
S_130831269,MS_12005,MS_12005,2.0
S_130831269,MS_5766,MS_5766,1.0
S_130831269,MS_73347,MS_73347,9.0
S_130831269,MS_1404,MS_1404,2.0
S_130831269,MS_2357,MS_2357,2.0
