service,caller,callee,weight
S_102676846,MS_31283,MS_14614,62690.0
S_102676846,MS_31283,MS_58751,37911.0
S_102676846,MS_31283,MS_37503,10152.0
S_102676846,MS_31283,MS_37691,14144.0
S_102676846,MS_31283,MS_37416,5283.0
S_102676846,MS_31283,MS_44923,11633.0
S_102676846,MS_31283,MS_41981,110.0
S_102676846,MS_31283,MS_73278,31.0
S_102676846,MS_31283,MS_59696,20.0
S_102676846,MS_31283,MS_12241,140.0
S_102676846,MS_31283,MS_21883,1741.0
S_102676846,MS_31283,MS_53454,197.0
S_102676846,MS_31283,MS_7401,136.0
S_102676846,MS_31283,MS_31389,118.0
S_102676846,MS_31283,MS_66160,22.0
S_102676846,MS_31283,MS_30977,12.0
S_102676846,MS_31283,MS_21174,7.0
S_102676846,MS_31283,MS_7071,8.0
S_102676846,MS_31283,MS_31340,2.0
S_102676846,MS_31283,MS_3634,8.0
S_102676846,MS_14614,MS_21883,20985.0
S_102676846,MS_14614,MS_63390,20.0
S_102676846,MS_14614,MS_37691,20.0
S_102676846,MS_14614,MS_53454,15.0
S_102676846,MS_58751,MS_53454,45429.0
S_102676846,MS_58751,MS_42255,3989.0
S_102676846,MS_58751,MS_21883,25263.0
S_102676846,MS_58751,MS_7892,12624.0
S_102676846,MS_58751,MS_41981,2470.0
S_102676846,MS_58751,MS_46429,4361.0
S_102676846,MS_58751,MS_37691,892.0
S_102676846,MS_58751,MS_37416,393.0
S_102676846,MS_58751,MS_59696,410.0
S_102676846,MS_58751,MS_30321,68.0
S_102676846,MS_58751,MS_7071,93.0
S_102676846,MS_58751,MS_27421,83.0
S_102676846,MS_58751,MS_9978,83.0
S_102676846,MS_58751,MS_44923,471.0
S_102676846,MS_58751,MS_49479,151.0
S_102676846,MS_58751,MS_29924,19.0
S_102676846,MS_58751,MS_73360,142.0
S_102676846,MS_58751,MS_12414,2.0
S_102676846,MS_58751,MS_7401,12.0
S_102676846,MS_58751,MS_39605,2.0
S_102676846,MS_58751,MS_49923,20.0
S_102676846,MS_58751,MS_5240,4.0
S_102676846,MS_58751,MS_66160,8.0
S_102676846,MS_58751,MS_42189,2.0
S_102676846,MS_53454,MS_37691,36260.0
S_102676846,MS_53454,MS_21883,21278.0
S_102676846,MS_53454,MS_3824,2765.0
S_102676846,MS_53454,MS_44923,198.0
S_102676846,MS_53454,MS_13942,17.0
S_102676846,MS_53454,MS_5240,384.0
S_102676846,USER,MS_31283,33113.0
S_102676846,USER,MS_34653,801.0
S_102676846,USER,MS_16285,22.0
S_102676846,USER,MS_69949,7.0
S_102676846,USER,MS_47120,1.0
S_102676846,MS_37503,MS_53454,4970.0
S_102676846,MS_37503,MS_47353,12121.0
S_102676846,MS_37503,MS_7401,5126.0
S_102676846,MS_37503,MS_795,6533.0
S_102676846,MS_37503,MS_42253,17968.0
S_102676846,MS_37503,MS_431,2401.0
S_102676846,MS_37503,MS_5240,1752.0
S_102676846,MS_37503,MS_71247,784.0
S_102676846,MS_37503,MS_34556,384.0
S_102676846,MS_37503,MS_16645,69.0
