service,caller,callee,weight
S_36816397,USER,MS_5449,527.0
S_36816397,USER,MS_70930,1335.0
S_36816397,USER,MS_43524,162.0
S_36816397,USER,MS_15763,3.0
S_36816397,USER,MS_12847,1.0
S_36816397,MS_5449,MS_7024,579.0
S_36816397,MS_5449,MS_39556,10434.0
S_36816397,MS_5449,MS_49817,28.0
S_36816397,MS_5449,MS_25648,3874.0
S_36816397,MS_5449,MS_43881,13.0
S_36816397,MS_5449,MS_69109,2.0
S_36816397,MS_70930,MS_7024,1355.0
S_36816397,MS_70930,MS_25648,149.0
S_36816397,MS_70930,MS_39556,114.0
S_36816397,MS_43524,MS_32574,162.0
S_36816397,MS_43524,MS_12253,9.0
S_36816397,MS_43524,MS_12118,2.0
S_36816397,MS_49817,MS_25648,22.0
S_36816397,MS_12118,MS_11639,2.0
S_36816397,MS_43881,MS_25648,18.0
S_36816397,MS_69109,MS_25648,1.0
S_36816397,MS_15763,MS_7024,4.0
S_36816397,MS_15763,MS_39556,483.0
S_36816397,MS_15763,MS_25648,473.0
S_36816397,MS_12847,MS_7024,1.0
S_36816397,MS_12847,MS_39556,4.0
