service,caller,callee,weight
S_51794709,MS_34145,MS_34145,16.0
S_51794709,MS_67241,MS_27487,1.0
S_51794709,MS_27593,MS_11363,2.0
S_51794709,USER,MS_42200,155175.0
S_51794709,USER,MS_69708,92593.0
S_51794709,USER,MS_15819,32072.0
S_51794709,USER,MS_53788,9023.0
S_51794709,USER,MS_52678,31891.0
S_51794709,USER,MS_29370,3664.0
S_51794709,USER,MS_43806,8678.0
S_51794709,USER,MS_67767,8728.0
S_51794709,USER,MS_19630,8214.0
S_51794709,USER,MS_1117,270.0
S_51794709,USER,MS_61055,707.0
S_51794709,USER,MS_1404,1190.0
S_51794709,USER,MS_7818,325.0
S_51794709,USER,MS_52740,1056.0
S_51794709,USER,MS_3891,234.0
S_51794709,USER,MS_2842,109.0
S_51794709,USER,MS_23571,131.0
S_51794709,USER,MS_29624,6.0
S_51794709,USER,MS_68220,22.0
S_51794709,USER,MS_34145,5.0
S_51794709,USER,MS_5766,30.0
S_51794709,MS_53788,MS_53788,9871.0
S_51794709,MS_53788,MS_37691,797.0
S_51794709,MS_53788,MS_18366,83.0
S_51794709,MS_53788,MS_67241,1.0
S_51794709,MS_23571,MS_23571,169.0
S_51794709,MS_23571,MS_8083,41.0
S_51794709,MS_61055,MS_28617,707.0
S_51794709,MS_61055,MS_61055,707.0
S_51794709,MS_48185,MS_55127,8.0
S_51794709,MS_48185,MS_52570,12.0
S_51794709,MS_48185,MS_19630,7.0
S_51794709,MS_48185,MS_3303,8.0
S_51794709,MS_48185,MS_27116,11.0
S_51794709,MS_48185,MS_43806,1.0
S_51794709,MS_52678,MS_52678,31891.0
S_51794709,MS_52678,MS_28467,917.0
S_51794709,MS_52678,MS_18366,849.0
S_51794709,MS_1117,MS_30988,418.0
S_51794709,MS_1117,MS_1117,270.0
S_51794709,MS_1117,MS_37691,6.0
S_51794709,MS_7818,MS_27421,267.0
S_51794709,MS_7818,MS_7818,640.0
S_51794709,MS_7818,MS_52727,1976.0
S_51794709,MS_7818,MS_2223,126.0
S_51794709,MS_7818,MS_42255,384.0
S_51794709,MS_7818,MS_67443,140.0
S_51794709,MS_7818,MS_1556,34.0
S_51794709,MS_7818,MS_5766,26.0
