service,caller,callee,weight
S_124252514,MS_48494,MS_1303,1111.0
S_124252514,MS_48494,MS_31617,176.0
S_124252514,MS_48494,MS_53164,492.0
S_124252514,MS_31617,MS_28427,174.0
S_124252514,MS_31617,MS_27223,87.0
S_124252514,MS_31617,MS_15571,84.0
S_124252514,MS_31617,MS_51152,17.0
S_124252514,MS_53164,MS_27223,828.0
S_124252514,MS_53164,MS_21913,204.0
S_124252514,MS_53164,MS_21420,868.0
S_124252514,MS_53164,MS_2109,310.0
S_124252514,MS_53164,MS_65813,1508.0
S_124252514,MS_53164,MS_72899,1744.0
S_124252514,MS_53164,MS_61774,288.0
S_124252514,MS_53164,MS_43423,922.0
S_124252514,MS_53164,MS_2810,276.0
S_124252514,MS_53164,MS_54996,26.0
S_124252514,MS_53164,MS_37903,14.0
S_124252514,MS_27223,MS_32402,1374.0
S_124252514,MS_27223,MS_27421,10.0
S_124252514,MS_27223,MS_41282,10.0
S_124252514,MS_27223,MS_46799,2.0
S_124252514,USER,MS_48494,286.0
S_124252514,USER,MS_4627,230.0
S_124252514,USER,MS_61032,320.0
S_124252514,USER,MS_7912,273.0
S_124252514,USER,MS_9570,152.0
S_124252514,USER,MS_50804,227.0
S_124252514,USER,MS_39246,48.0
S_124252514,USER,MS_15808,94.0
S_124252514,USER,MS_58433,40.0
S_124252514,USER,MS_51090,2.0
S_124252514,USER,MS_13598,1.0
S_124252514,MS_4627,MS_1303,982.0
S_124252514,MS_4627,MS_30453,414.0
S_124252514,MS_4627,MS_46402,212.0
S_124252514,MS_4627,MS_20896,202.0
S_124252514,MS_4627,MS_71054,142.0
S_124252514,MS_18150,MS_32402,166268.0
S_124252514,MS_18150,MS_42138,3133.0
S_124252514,MS_18150,MS_17929,2287.0
S_124252514,MS_18150,MS_18121,2240.0
S_124252514,MS_18150,MS_51869,4021.0
S_124252514,MS_18150,MS_1002,2902.0
S_124252514,MS_28081,MS_27421,64281.0
S_124252514,MS_28081,MS_32402,38871.0
S_124252514,MS_28081,MS_2890,16426.0
S_124252514,MS_28081,MS_20617,13640.0
S_124252514,MS_28081,MS_62621,6746.0
S_124252514,MS_28081,MS_47150,12449.0
S_124252514,MS_28081,MS_3284,13018.0
S_124252514,MS_28081,MS_48437,8748.0
S_124252514,MS_28081,MS_71036,310.0
S_124252514,MS_30453,MS_15125,134.0
S_124252514,MS_30453,MS_18150,2621.0
S_124252514,MS_30453,MS_28081,774.0
S_124252514,MS_30453,MS_46402,798.0
S_124252514,MS_30453,MS_24628,520.0
S_124252514,MS_30453,MS_50646,200.0
S_124252514,MS_30453,MS_26234,3296.0
S_124252514,MS_30453,MS_70728,208.0
S_124252514,MS_30453,MS_12704,3598.0
S_124252514,MS_30453,MS_53296,946.0
S_124252514,MS_30453,MS_65240,672.0
S_124252514,MS_30453,MS_52201,38.0
S_124252514,MS_30453,MS_2211,42.0
S_124252514,MS_30453,MS_598,148.0
S_124252514,MS_15125,MS_32402,307.0
S_124252514,MS_15125,MS_27421,12.0
